IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
140612579,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,17:40,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.7848966681924,"(37.7848966681924, -122.429629258891)",14061257906244
140612579,NON-CRIMINAL,FOUND PROPERTY,Wednesday,07/23/2014,17:40,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.7848966681924,"(37.7848966681924, -122.429629258891)",14061257972000
140612535,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,07/23/2014,17:35,BAYVIEW,NONE,3RD ST / NEWCOMB AV,-122.390416955474,37.7355926105862,"(37.7355926105862, -122.390416955474)",14061253564085
140612529,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Wednesday,07/23/2014,17:31,MISSION,"ARREST, BOOKED",24TH ST / BRYANT ST,-122.409131939489,37.7527969985584,"(37.7527969985584, -122.409131939489)",14061252927175
140612529,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,17:31,MISSION,"ARREST, BOOKED",24TH ST / BRYANT ST,-122.409131939489,37.7527969985584,"(37.7527969985584, -122.409131939489)",14061252963010
140612585,ASSAULT,THREATS AGAINST LIFE,Wednesday,07/23/2014,17:30,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14061258519057
146144364,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,07/23/2014,17:30,CENTRAL,NONE,BAY ST / THE EMBARCADERONORTH ST,-122.40556507281,37.8066171530971,"(37.8066171530971, -122.40556507281)",14614436406372
146146172,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,17:30,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563,"(37.789572762563, -122.388485562387)",14614617206244
146145312,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,07/23/2014,17:30,NORTHERN,NONE,2200 Block of LOMBARD ST,-122.43850831913,37.7994111027248,"(37.7994111027248, -122.43850831913)",14614531206372
140612604,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,07/23/2014,17:26,MISSION,"ARREST, BOOKED",2800 Block of 23RD ST,-122.408792875412,37.7543708769036,"(37.7543708769036, -122.408792875412)",14061260462050
140612648,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,17:25,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / BACON ST,-122.403595293514,37.7276340992506,"(37.7276340992506, -122.403595293514)",14061264863010
140612444,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,07/23/2014,17:23,RICHMOND,"ARREST, BOOKED",2400 Block of POST ST,-122.442195536411,37.7840541857102,"(37.7840541857102, -122.442195536411)",14061244416705
140612444,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Wednesday,07/23/2014,17:23,RICHMOND,"ARREST, BOOKED",2400 Block of POST ST,-122.442195536411,37.7840541857102,"(37.7840541857102, -122.442195536411)",14061244416622
140612444,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,07/23/2014,17:23,RICHMOND,"ARREST, BOOKED",2400 Block of POST ST,-122.442195536411,37.7840541857102,"(37.7840541857102, -122.442195536411)",14061244416626
140612472,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,07/23/2014,17:16,MISSION,NONE,23RD ST / ALABAMA ST,-122.411121491341,37.7542865460446,"(37.7542865460446, -122.411121491341)",14061247264085
140612563,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Wednesday,07/23/2014,17:05,INGLESIDE,"ARREST, CITED",0 Block of BYRON CT,-122.444388948318,37.7094774455525,"(37.7094774455525, -122.444388948318)",14061256330190
140612654,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Wednesday,07/23/2014,17:00,BAYVIEW,"ARREST, BOOKED",2200 Block of 3RD ST,-122.38848632028,37.7611235720328,"(37.7611235720328, -122.38848632028)",14061265426120
140612557,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,07/23/2014,17:00,SOUTHERN,NONE,700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",14061255706314
140613088,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,07/23/2014,17:00,SOUTHERN,NONE,MONTGOMERY ST / MARKET ST,-122.402070243227,37.7887198688133,"(37.7887198688133, -122.402070243227)",14061308806113
140693319,MISSING PERSON,MISSING JUVENILE,Wednesday,07/23/2014,17:00,BAYVIEW,NONE,2700 Block of SAN BRUNO AV,-122.403408669191,37.72700531963,"(37.72700531963, -122.403408669191)",14069331974010
140612488,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,07/23/2014,16:53,CENTRAL,"ARREST, CITED",200 Block of POST ST,-122.406021838484,37.7886491245294,"(37.7886491245294, -122.406021838484)",14061248806363
140612438,NON-CRIMINAL,CASE CLOSURE,Wednesday,07/23/2014,16:41,MISSION,COMPLAINANT REFUSES TO PROSECUTE,1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",14061243875030
140612438,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,16:41,MISSION,COMPLAINANT REFUSES TO PROSECUTE,1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",14061243806241
140612240,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,07/23/2014,16:25,MISSION,NONE,200 Block of CUMBERLAND ST,-122.429163243569,37.7588827167621,"(37.7588827167621, -122.429163243569)",14061224064085
140613179,NON-CRIMINAL,FOUND PROPERTY,Wednesday,07/23/2014,16:15,PARK,NONE,SCOTT ST / GOLDEN GATE AV,-122.436885160867,37.7789371744081,"(37.7789371744081, -122.436885160867)",14061317972000
140612171,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,07/23/2014,16:05,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",14061217116010
140612171,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Wednesday,07/23/2014,16:05,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",14061217116622
140612171,DRUG/NARCOTIC,SALE OF COCAINE,Wednesday,07/23/2014,16:05,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",14061217116624
140612422,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,07/23/2014,16:03,TARAVAL,NONE,700 Block of TARAVAL ST,-122.474102710416,37.7431744969963,"(37.7431744969963, -122.474102710416)",14061242206304
140612256,NON-CRIMINAL,AIDED CASE,Wednesday,07/23/2014,16:01,MISSION,NONE,24TH ST / FOLSOM ST,-122.414089000708,37.7525050785758,"(37.7525050785758, -122.414089000708)",14061225651040
140612381,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,07/23/2014,16:00,SOUTHERN,"ARREST, BOOKED",600 Block of NATOMA ST,-122.41102056075,37.7774828911606,"(37.7774828911606, -122.41102056075)",14061238126170
140614337,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/23/2014,16:00,TARAVAL,NONE,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",14061433771000
146144342,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,15:45,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355,"(37.8074451162355, -122.410524742229)",14614434206244
140612193,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,07/23/2014,15:40,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,"(37.7522391652625, -122.418448186101)",14061219306151
140618806,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,07/23/2014,15:30,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205552,37.7792122590085,"(37.7792122590085, -122.410939205552)",14061880615161
140618806,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,07/23/2014,15:30,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205552,37.7792122590085,"(37.7792122590085, -122.410939205552)",14061880615200
140612717,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,07/23/2014,15:23,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.406690592261,37.7852071918419,"(37.7852071918419, -122.406690592261)",14061271706362
140612701,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,15:10,PARK,NONE,100 Block of JOHNFKENNEDY DR,-122.457507583541,37.7711332354432,"(37.7711332354432, -122.457507583541)",14061270106243
140812848,NON-CRIMINAL,CASE CLOSURE,Wednesday,07/23/2014,15:07,BAYVIEW,UNFOUNDED,1100 Block of FITZGERALD AV,-122.39036028161,37.7205064590363,"(37.7205064590363, -122.39036028161)",14081284875030
140612046,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,15:05,NORTHERN,"ARREST, BOOKED",400 Block of PAGE ST,-122.428178458093,37.773295406746,"(37.773295406746, -122.428178458093)",14061204663010
140616816,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,07/23/2014,15:02,NORTHERN,NONE,1400 Block of LARKIN ST,-122.419062415432,37.7912635361132,"(37.7912635361132, -122.419062415432)",14061681619050
146142283,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,15:00,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,-122.439504944797,37.8004024933613,"(37.8004024933613, -122.439504944797)",14614228306244
140612864,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,07/23/2014,15:00,RICHMOND,NONE,JORDAN AV / CALIFORNIA ST,-122.456963419061,37.7859618830018,"(37.7859618830018, -122.456963419061)",14061286407021
140627948,NON-CRIMINAL,FOUND PROPERTY,Wednesday,07/23/2014,15:00,MISSION,NONE,16TH ST / MARKET ST,-122.433075152403,37.7641937790242,"(37.7641937790242, -122.433075152403)",14062794872000
140614779,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/23/2014,14:55,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.407545855931,37.784401179486,"(37.784401179486, -122.407545855931)",14061477971000
140612052,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,14:54,BAYVIEW,"ARREST, BOOKED",1000 Block of OAKDALE AV,-122.380348349699,37.7288276251864,"(37.7288276251864, -122.380348349699)",14061205263010
140612018,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Wednesday,07/23/2014,14:50,NORTHERN,NONE,1200 Block of FILLMORE ST,-122.432168165552,37.7809799644491,"(37.7809799644491, -122.432168165552)",14061201804021
140611963,ASSAULT,BATTERY,Wednesday,07/23/2014,14:41,NORTHERN,NONE,1800 Block of LOMBARD ST,-122.431977680518,37.8004790843579,"(37.8004790843579, -122.431977680518)",14061196304134
140611907,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,07/23/2014,14:35,BAYVIEW,NONE,17TH ST / RHODEISLAND ST,-122.402564529639,37.7647808589578,"(37.7647808589578, -122.402564529639)",14061190706240
140611979,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,07/23/2014,14:34,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",14061197916100
140611979,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,07/23/2014,14:34,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",14061197916660
140611979,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,07/23/2014,14:34,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",14061197962020
140612165,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,14:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",14061216506244
140611985,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,14:27,MISSION,"ARREST, BOOKED",1200 Block of TREAT AV,-122.41283040295,37.7501495078008,"(37.7501495078008, -122.41283040295)",14061198563010
140611894,ASSAULT,BATTERY,Wednesday,07/23/2014,14:00,PARK,"ARREST, BOOKED",2400 Block of GEARY BL,-122.443597047511,37.7826435280939,"(37.7826435280939, -122.443597047511)",14061189404134
140611894,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,07/23/2014,14:00,PARK,"ARREST, BOOKED",2400 Block of GEARY BL,-122.443597047511,37.7826435280939,"(37.7826435280939, -122.443597047511)",14061189427065
140612234,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,07/23/2014,14:00,SOUTHERN,NONE,400 Block of MARKET ST,-122.398623347456,37.7912863462309,"(37.7912863462309, -122.398623347456)",14061223406362
146142374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,07/23/2014,14:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14614237406374
140611872,NON-CRIMINAL,FOUND PROPERTY,Wednesday,07/23/2014,14:00,INGLESIDE,NONE,DOLORES ST / DUNCAN ST,-122.4246031579,37.7462411471881,"(37.7462411471881, -122.4246031579)",14061187272000
140611822,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Wednesday,07/23/2014,13:55,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14061182203051
140611816,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,07/23/2014,13:54,INGLESIDE,"ARREST, BOOKED",100 Block of PRECITA AV,-122.417225757723,37.7471608234479,"(37.7471608234479, -122.417225757723)",14061181616650
140611816,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Wednesday,07/23/2014,13:54,INGLESIDE,"ARREST, BOOKED",100 Block of PRECITA AV,-122.417225757723,37.7471608234479,"(37.7471608234479, -122.417225757723)",14061181616656
140611816,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,13:54,INGLESIDE,"ARREST, BOOKED",100 Block of PRECITA AV,-122.417225757723,37.7471608234479,"(37.7471608234479, -122.417225757723)",14061181663010
140611816,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,07/23/2014,13:54,INGLESIDE,"ARREST, BOOKED",100 Block of PRECITA AV,-122.417225757723,37.7471608234479,"(37.7471608234479, -122.417225757723)",14061181665010
140611888,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,07/23/2014,13:45,TENDERLOIN,"ARREST, CITED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,"(37.7865647607685, -122.407244087032)",14061188806362
140611747,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,13:20,NORTHERN,NONE,2400 Block of CALIFORNIA ST,-122.434689351674,37.7888538411014,"(37.7888538411014, -122.434689351674)",14061174706242
140611612,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,07/23/2014,13:03,MISSION,"ARREST, CITED",16TH ST / FOLSOM ST,-122.415308388816,37.765316135635,"(37.765316135635, -122.415308388816)",14061161265015
140615711,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,07/23/2014,13:00,CENTRAL,NONE,600 Block of SUTTER ST,-122.411068869703,37.7888557042697,"(37.7888557042697, -122.411068869703)",14061571109029
140613254,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,13:00,CENTRAL,NONE,0 Block of BROADWAY ST,-122.398114598896,37.798931272055,"(37.798931272055, -122.398114598896)",14061325406244
146144370,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,07/23/2014,13:00,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355,"(37.8074451162355, -122.410524742229)",14614437006224
140611850,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,07/23/2014,13:00,CENTRAL,NONE,GRANT AV / WASHINGTON ST,-122.406478762416,37.7951450868486,"(37.7951450868486, -122.406478762416)",14061185006113
146142437,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,13:00,SOUTHERN,NONE,VALENCIA ST / MARKET ST,-122.422622494524,37.7725038687456,"(37.7725038687456, -122.422622494524)",14614243706244
140611929,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,07/23/2014,13:00,MISSION,NONE,TREAT AV / 17TH ST,-122.413591695561,37.7638222259421,"(37.7638222259421, -122.413591695561)",14061192906313
146144449,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/23/2014,13:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14614444971000
140612325,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,12:56,NORTHERN,NONE,14TH ST / BELCHER ST,-122.430082260567,37.7676627490086,"(37.7676627490086, -122.430082260567)",14061232563010
140611587,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,07/23/2014,12:38,NORTHERN,NONE,FILLMORE ST / PAGE ST,-122.430630284155,37.773037747039,"(37.773037747039, -122.430630284155)",14061158703011
140611571,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,07/23/2014,12:35,CENTRAL,NONE,200 Block of GRANT AV,-122.405225091497,37.7890977565658,"(37.7890977565658, -122.405225091497)",14061157106364
140611775,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Wednesday,07/23/2014,12:30,CENTRAL,NONE,1900 Block of TAYLOR ST,-122.414326536017,37.800515826168,"(37.800515826168, -122.414326536017)",14061177515041
140611775,FRAUD,IMPERSONATING PUBLIC UTILITY MEMBER,Wednesday,07/23/2014,12:30,CENTRAL,NONE,1900 Block of TAYLOR ST,-122.414326536017,37.800515826168,"(37.800515826168, -122.414326536017)",14061177527072
146142352,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/23/2014,12:30,RICHMOND,NONE,3800 Block of CALIFORNIA ST,-122.457540234704,37.7859461545927,"(37.7859461545927, -122.457540234704)",14614235271000
140611628,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,07/23/2014,12:10,MISSION,"ARREST, CITED",3400 Block of CESAR CHAVEZ ST,-122.418694905088,37.7482453835824,"(37.7482453835824, -122.418694905088)",14061162806363
146144336,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,12:01,CENTRAL,NONE,PINE ST / STOCKTON ST,-122.40734222874,37.7912964515689,"(37.7912964515689, -122.40734222874)",14614433606244
140621649,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,07/23/2014,12:00,TARAVAL,"ARREST, BOOKED",100 Block of VERNON ST,-122.468075662537,37.7152017720854,"(37.7152017720854, -122.468075662537)",14062164915161
140655240,OTHER OFFENSES,FALSE PERSONATION,Wednesday,07/23/2014,12:00,MISSION,NONE,800 Block of SOUTH VAN NESS AV,-122.416878691323,37.7595544125236,"(37.7595544125236, -122.416878691323)",14065524009027
140611559,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,07/23/2014,12:00,NORTHERN,NONE,2300 Block of CALIFORNIA ST,-122.432618741613,37.7891171836076,"(37.7891171836076, -122.432618741613)",14061155906304
146141633,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,07/23/2014,12:00,TARAVAL,NONE,3400 Block of TARAVAL ST,-122.503027070912,37.7418918309598,"(37.7418918309598, -122.503027070912)",14614163328135
140613345,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,12:00,TARAVAL,NONE,2600 Block of 25TH AV,-122.481882200653,37.7383900873155,"(37.7383900873155, -122.481882200653)",14061334506241
140613345,NON-CRIMINAL,FOUND PROPERTY,Wednesday,07/23/2014,12:00,TARAVAL,NONE,2600 Block of 25TH AV,-122.481882200653,37.7383900873155,"(37.7383900873155, -122.481882200653)",14061334572000
140629803,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,07/23/2014,12:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.406690592261,37.7852071918419,"(37.7852071918419, -122.406690592261)",14062980328135
140675389,ASSAULT,THREATENING PHONE CALL(S),Wednesday,07/23/2014,12:00,MISSION,NONE,700 Block of ELIZABETH ST,-122.437479508669,37.7518382452261,"(37.7518382452261, -122.437479508669)",14067538919055
146144455,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,12:00,NORTHERN,NONE,200 Block of OCTAVIA ST,-122.424320630004,37.7745930151123,"(37.7745930151123, -122.424320630004)",14614445506244
140759698,NON-CRIMINAL,CASE CLOSURE,Wednesday,07/23/2014,11:50,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,100 Block of CHESTNUT ST,-122.405553098647,37.8046595495593,"(37.8046595495593, -122.405553098647)",14075969875030
140759698,NON-CRIMINAL,COURTESY REPORT,Wednesday,07/23/2014,11:50,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,100 Block of CHESTNUT ST,-122.405553098647,37.8046595495593,"(37.8046595495593, -122.405553098647)",14075969868030
140611355,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,07/23/2014,11:46,MISSION,NONE,2200 Block of 17TH ST,-122.405960799364,37.7646310221098,"(37.7646310221098, -122.405960799364)",14061135516030
140611678,MISSING PERSON,MISSING JUVENILE,Wednesday,07/23/2014,11:45,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,"(37.7571580431915, -122.406604919508)",14061167874010
140611678,MISSING PERSON,FOUND PERSON,Wednesday,07/23/2014,11:45,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,"(37.7571580431915, -122.406604919508)",14061167875000
140611361,OTHER OFFENSES,RESISTING ARREST,Wednesday,07/23/2014,11:26,MISSION,NONE,1100 Block of POTRERO AV,-122.406324313914,37.7536322498822,"(37.7536322498822, -122.406324313914)",14061136127170
140611446,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,11:22,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14061144663010
140611446,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,07/23/2014,11:22,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14061144662050
146147120,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,11:20,PARK,NONE,500 Block of TWINPEAKS BL,-122.446757209575,37.7531845175462,"(37.7531845175462, -122.446757209575)",14614712006244
146145964,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,07/23/2014,11:15,TENDERLOIN,NONE,MARKET ST / HYDE ST,-122.414743835382,37.778719262789,"(37.778719262789, -122.414743835382)",14614596406372
140611327,WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,07/23/2014,11:09,CENTRAL,"ARREST, BOOKED",200 Block of GEARY ST,-122.407434989523,37.7875158741623,"(37.7875158741623, -122.407434989523)",14061132762030
140615197,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,07/23/2014,10:50,MISSION,NONE,400 Block of VALENCIA ST,-122.421994366464,37.765314854109,"(37.765314854109, -122.421994366464)",14061519764070
140611838,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,07/23/2014,10:45,MISSION,NONE,20TH ST / POTRERO AV,-122.406948026845,37.7593672733869,"(37.7593672733869, -122.406948026845)",14061183871010
140611236,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,07/23/2014,10:40,SOUTHERN,"ARREST, BOOKED",200 Block of 6TH ST,-122.406346425632,37.7791674218963,"(37.7791674218963, -122.406346425632)",14061123604012
140611220,NON-CRIMINAL,TURNED IN GUN,Wednesday,07/23/2014,10:31,INGLESIDE,NONE,900 Block of ROLPH ST,-122.428641379657,37.7111887011083,"(37.7111887011083, -122.428641379657)",14061122073010
140611286,WARRANTS,WARRANT ARREST,Wednesday,07/23/2014,10:30,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.418549940195,37.7642837095036,"(37.7642837095036, -122.418549940195)",14061128663010
140611606,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,07/23/2014,10:30,TENDERLOIN,NONE,100 Block of MCALLISTER ST,-122.41452262258,37.7808752665663,"(37.7808752665663, -122.41452262258)",14061160606223
140631977,ASSAULT,BATTERY,Wednesday,07/23/2014,10:30,TARAVAL,NONE,1400 Block of IRVING ST,-122.473358347737,37.7636723200319,"(37.7636723200319, -122.473358347737)",14063197704134
140611123,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,07/23/2014,09:55,MISSION,NONE,0 Block of DUBOCE AV,-122.420448632021,37.7698764843671,"(37.7698764843671, -122.420448632021)",14061112330200
140611173,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Wednesday,07/23/2014,09:40,CENTRAL,"ARREST, BOOKED",BEACH ST / STOCKTON ST,-122.410690675854,37.8078911906226,"(37.8078911906226, -122.410690675854)",14061117306394
146145986,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,07/23/2014,09:33,SOUTHERN,NONE,100 Block of RHODEISLAND ST,-122.402796752782,37.7680025310557,"(37.7680025310557, -122.402796752782)",14614598606372
140611402,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,09:30,CENTRAL,NONE,HYDE ST / BUSH ST,-122.417019320691,37.7891095538736,"(37.7891095538736, -122.417019320691)",14061140206243
146146956,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,07/23/2014,09:30,TENDERLOIN,NONE,ELLIS ST / TAYLOR ST,-122.411141948101,37.7850736197499,"(37.7850736197499, -122.411141948101)",14614695606372
146143827,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/23/2014,09:15,RICHMOND,NONE,6300 Block of FULTON ST,-122.499734576053,37.7719152161581,"(37.7719152161581, -122.499734576053)",14614382706244
140611719,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Wednesday,07/23/2014,09:00,PARK,NONE,1500 Block of PAGE ST,-122.446332984112,37.7709821028024,"(37.7709821028024, -122.446332984112)",14061171906126
140611719,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,07/23/2014,09:00,PARK,NONE,1500 Block of PAGE ST,-122.446332984112,37.7709821028024,"(37.7709821028024, -122.446332984112)",14061171916010
140621702,MISSING PERSON,MISSING ADULT,Wednesday,07/23/2014,09:00,TARAVAL,NONE,2400 Block of 42ND AV,-122.500196576841,37.7410126733245,"(37.7410126733245, -122.500196576841)",14062170274000
