Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
432814,6240,8/31/2014 17:49,Harry Bridges Plaza (Ferry Building),50,8/31/2014 19:33,Harry Bridges Plaza (Ferry Building),50,420,Customer,94014
432813,970,8/31/2014 17:46,Market at 4th,76,8/31/2014 18:02,Embarcadero at Sansome,60,406,Customer,11231
432812,6460,8/31/2014 17:45,Harry Bridges Plaza (Ferry Building),50,8/31/2014 19:33,Harry Bridges Plaza (Ferry Building),50,351,Customer,94080
432811,2602,8/31/2014 17:45,Post at Kearny,47,8/31/2014 18:29,Embarcadero at Sansome,60,549,Customer,94521
432809,942,8/31/2014 17:45,Market at 4th,76,8/31/2014 18:01,Embarcadero at Sansome,60,622,Customer,11231
432808,427,8/31/2014 17:45,Powell Street BART,39,8/31/2014 17:52,South Van Ness at Market,66,575,Subscriber,94103
432807,697,8/31/2014 17:44,Washington at Kearny,46,8/31/2014 17:55,Embarcadero at Sansome,60,599,Customer,32
432802,2219,8/31/2014 17:42,Powell at Post (Union Square),71,8/31/2014 18:19,Yerba Buena Center of the Arts (3rd @ Howard),68,598,Customer,98004
432801,2238,8/31/2014 17:42,Powell at Post (Union Square),71,8/31/2014 18:19,Yerba Buena Center of the Arts (3rd @ Howard),68,434,Customer,98004
432798,860,8/31/2014 17:41,Washington at Kearny,46,8/31/2014 17:55,Embarcadero at Sansome,60,600,Customer,32
432797,861,8/31/2014 17:41,Washington at Kearny,46,8/31/2014 17:55,Embarcadero at Sansome,60,212,Customer,32
432796,884,8/31/2014 17:39,Embarcadero at Sansome,60,8/31/2014 17:54,Steuart at Market,74,418,Customer,94109
432795,79,8/31/2014 17:38,Washington at Kearny,46,8/31/2014 17:39,Washington at Kearny,46,599,Customer,32
432794,3113,8/31/2014 17:37,Post at Kearny,47,8/31/2014 18:29,Embarcadero at Sansome,60,592,Customer,94521
432791,1583,8/31/2014 17:36,Embarcadero at Sansome,60,8/31/2014 18:02,Powell Street BART,39,466,Customer,34
432790,1202,8/31/2014 17:31,California Ave Caltrain Station,36,8/31/2014 17:51,University and Emerson,35,235,Customer,94040
432789,1259,8/31/2014 17:30,California Ave Caltrain Station,36,8/31/2014 17:51,University and Emerson,35,48,Customer,94040
432788,627,8/31/2014 17:26,San Pedro Square,6,8/31/2014 17:37,San Jose Diridon Caltrain Station,2,99,Customer,95112
432787,618,8/31/2014 17:26,San Pedro Square,6,8/31/2014 17:37,San Jose Diridon Caltrain Station,2,101,Customer,95112
432786,640,8/31/2014 17:26,San Pedro Square,6,8/31/2014 17:37,San Jose Diridon Caltrain Station,2,256,Customer,95112
432785,419,8/31/2014 17:26,2nd at Folsom,62,8/31/2014 17:33,Powell Street BART,39,546,Subscriber,94107
432784,1593,8/31/2014 17:26,Embarcadero at Sansome,60,8/31/2014 17:52,Civic Center BART (7th at Market),72,507,Customer,61801
432783,1585,8/31/2014 17:26,Embarcadero at Sansome,60,8/31/2014 17:52,Civic Center BART (7th at Market),72,291,Customer,61801
432782,6670,8/31/2014 17:20,Clay at Battery,41,8/31/2014 19:11,Clay at Battery,41,191,Customer,85209
432779,6800,8/31/2014 17:18,Clay at Battery,41,8/31/2014 19:11,Clay at Battery,41,384,Customer,333411
432776,6941,8/31/2014 17:15,Clay at Battery,41,8/31/2014 19:11,Clay at Battery,41,522,Customer,33309
432775,474,8/31/2014 17:15,2nd at Townsend,61,8/31/2014 17:23,Yerba Buena Center of the Arts (3rd @ Howard),68,561,Subscriber,94112
432774,7211,8/31/2014 17:11,Clay at Battery,41,8/31/2014 19:11,Clay at Battery,41,652,Customer,98391
432773,1715,8/31/2014 17:09,Harry Bridges Plaza (Ferry Building),50,8/31/2014 17:38,Harry Bridges Plaza (Ferry Building),50,351,Customer,95608
432772,612,8/31/2014 17:08,2nd at South Park,64,8/31/2014 17:18,San Francisco Caltrain 2 (330 Townsend),69,334,Subscriber,94107
432771,630,8/31/2014 17:08,2nd at South Park,64,8/31/2014 17:18,San Francisco Caltrain 2 (330 Townsend),69,412,Subscriber,94107
432770,5913,8/31/2014 17:07,Mountain View City Hall,27,8/31/2014 18:46,Mountain View City Hall,27,87,Customer,92122
432769,720,8/31/2014 17:07,South Van Ness at Market,66,8/31/2014 17:19,Market at 4th,76,622,Customer,11231
432768,985,8/31/2014 17:06,Embarcadero at Sansome,60,8/31/2014 17:23,2nd at Folsom,62,546,Customer,98257
432767,820,8/31/2014 17:05,South Van Ness at Market,66,8/31/2014 17:19,Market at 4th,76,406,Customer,11231
432766,1400,8/31/2014 17:05,San Antonio Caltrain Station,29,8/31/2014 17:28,California Ave Caltrain Station,36,146,Customer,94040
432765,1764,8/31/2014 17:04,Embarcadero at Sansome,60,8/31/2014 17:34,Embarcadero at Sansome,60,466,Customer,94109
432764,199,8/31/2014 17:04,Townsend at 7th,65,8/31/2014 17:08,San Francisco Caltrain (Townsend at 4th),70,492,Subscriber,94107
432763,1442,8/31/2014 17:04,San Antonio Caltrain Station,29,8/31/2014 17:28,California Ave Caltrain Station,36,190,Customer,94040
432762,875,8/31/2014 17:03,Embarcadero at Sansome,60,8/31/2014 17:17,Embarcadero at Folsom,51,594,Customer,94122
432761,1011,8/31/2014 17:02,Japantown,9,8/31/2014 17:19,San Pedro Square,6,101,Customer,95112
432760,1030,8/31/2014 17:02,Japantown,9,8/31/2014 17:19,San Pedro Square,6,256,Customer,95112
432759,1032,8/31/2014 17:02,Japantown,9,8/31/2014 17:19,San Pedro Square,6,99,Customer,95112
432758,785,8/31/2014 17:01,Steuart at Market,74,8/31/2014 17:14,Market at Sansome,77,453,Customer,93108
432757,1716,8/31/2014 16:59,Embarcadero at Bryant,54,8/31/2014 17:28,Market at 4th,76,548,Customer,nil
432756,1751,8/31/2014 16:58,Embarcadero at Bryant,54,8/31/2014 17:28,Market at 4th,76,401,Customer,nil
432755,654,8/31/2014 16:58,Post at Kearny,47,8/31/2014 17:09,San Francisco Caltrain (Townsend at 4th),70,329,Subscriber,95032
432753,168,8/31/2014 16:58,Embarcadero at Sansome,60,8/31/2014 17:00,Embarcadero at Sansome,60,418,Customer,98257
432752,374,8/31/2014 16:55,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2014 17:01,San Francisco Caltrain (Townsend at 4th),70,452,Subscriber,94158
432751,264,8/31/2014 16:55,Market at Sansome,77,8/31/2014 17:00,Steuart at Market,74,453,Customer,93108
432750,674,8/31/2014 16:53,Embarcadero at Sansome,60,8/31/2014 17:04,Harry Bridges Plaza (Ferry Building),50,542,Customer,95337
432749,686,8/31/2014 16:53,Embarcadero at Sansome,60,8/31/2014 17:04,Harry Bridges Plaza (Ferry Building),50,273,Customer,95337
432748,140,8/31/2014 16:50,MLK Library,11,8/31/2014 16:52,SJSU 4th at San Carlos,12,127,Subscriber,95121
432747,1124,8/31/2014 16:43,2nd at Townsend,61,8/31/2014 17:01,Powell at Post (Union Square),71,535,Customer,95519
432746,1139,8/31/2014 16:42,2nd at Townsend,61,8/31/2014 17:01,Powell at Post (Union Square),71,463,Customer,95521
432745,1622,8/31/2014 16:41,2nd at South Park,64,8/31/2014 17:08,Commercial at Montgomery,45,350,Subscriber,94133
432743,12938,8/31/2014 16:37,Powell at Post (Union Square),71,8/31/2014 20:13,Grant Avenue at Columbus Avenue,73,456,Customer,94109
432742,12984,8/31/2014 16:36,Powell at Post (Union Square),71,8/31/2014 20:13,Grant Avenue at Columbus Avenue,73,416,Customer,94109
432741,333,8/31/2014 16:35,Market at 10th,67,8/31/2014 16:41,Powell Street BART,39,575,Subscriber,94103
432738,1481,8/31/2014 16:33,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:58,Embarcadero at Sansome,60,466,Customer,94109
432736,797,8/31/2014 16:32,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:46,Grant Avenue at Columbus Avenue,73,393,Customer,94122
432735,840,8/31/2014 16:32,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:46,Grant Avenue at Columbus Avenue,73,338,Customer,91306
432734,865,8/31/2014 16:32,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:46,Grant Avenue at Columbus Avenue,73,137,Customer,91306
432733,859,8/31/2014 16:32,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:46,Grant Avenue at Columbus Avenue,73,327,Customer,95070
432732,642,8/31/2014 16:30,Powell Street BART,39,8/31/2014 16:41,Harry Bridges Plaza (Ferry Building),50,351,Customer,91732
432731,656,8/31/2014 16:29,Powell Street BART,39,8/31/2014 16:40,Harry Bridges Plaza (Ferry Building),50,280,Customer,91732
432730,4081,8/31/2014 16:29,San Francisco Caltrain 2 (330 Townsend),69,8/31/2014 17:37,San Francisco Caltrain 2 (330 Townsend),69,376,Customer,92701
432729,11477,8/31/2014 16:29,Beale at Market,56,8/31/2014 19:40,Beale at Market,56,607,Customer,99567
432728,4079,8/31/2014 16:29,San Francisco Caltrain 2 (330 Townsend),69,8/31/2014 17:37,San Francisco Caltrain 2 (330 Townsend),69,209,Customer,92701
432727,928,8/31/2014 16:28,Broadway St at Battery St,82,8/31/2014 16:44,San Francisco Caltrain 2 (330 Townsend),69,321,Subscriber,94043
432725,378,8/31/2014 16:26,2nd at Townsend,61,8/31/2014 16:32,Post at Kearny,47,391,Subscriber,94115
432724,1663,8/31/2014 16:24,2nd at Townsend,61,8/31/2014 16:52,Market at 4th,76,625,Customer,44070
432723,1669,8/31/2014 16:24,2nd at Townsend,61,8/31/2014 16:51,Market at 4th,76,260,Customer,44070
432722,1557,8/31/2014 16:18,2nd at Townsend,61,8/31/2014 16:44,Embarcadero at Sansome,60,291,Customer,85233
432721,1572,8/31/2014 16:18,2nd at Townsend,61,8/31/2014 16:44,Embarcadero at Sansome,60,418,Customer,85233
432720,1513,8/31/2014 16:17,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:42,Embarcadero at Vallejo,48,383,Customer,92313
432719,2308,8/31/2014 16:17,Golden Gate at Polk,59,8/31/2014 16:55,Embarcadero at Sansome,60,594,Customer,94122
432718,286,8/31/2014 16:16,Market at 4th,76,8/31/2014 16:21,Civic Center BART (7th at Market),72,518,Subscriber,94103
432717,1571,8/31/2014 16:16,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:42,Embarcadero at Vallejo,48,422,Customer,92313
432716,501,8/31/2014 16:15,2nd at Townsend,61,8/31/2014 16:24,Temporary Transbay Terminal (Howard at Beale),55,348,Subscriber,94002
432715,1367,8/31/2014 16:14,2nd at Townsend,61,8/31/2014 16:37,Embarcadero at Vallejo,48,109,Customer,nil
432714,1347,8/31/2014 16:13,2nd at Townsend,61,8/31/2014 16:36,Embarcadero at Vallejo,48,389,Customer,nil
432713,86143,8/31/2014 16:13,Market at 10th,67,9/1/2014 16:09,Market at 10th,67,572,Customer,95814
432712,1012,8/31/2014 16:11,Embarcadero at Sansome,60,8/31/2014 16:28,Commercial at Montgomery,45,574,Customer,95070
432711,1019,8/31/2014 16:11,Embarcadero at Sansome,60,8/31/2014 16:28,Commercial at Montgomery,45,270,Customer,60565
432710,1041,8/31/2014 16:11,Embarcadero at Sansome,60,8/31/2014 16:28,Commercial at Montgomery,45,392,Customer,60565
432709,901,8/31/2014 16:09,Market at Sansome,77,8/31/2014 16:24,Embarcadero at Sansome,60,507,Customer,34
432708,138,8/31/2014 16:05,Market at Sansome,77,8/31/2014 16:07,Market at Sansome,77,587,Customer,34
432707,18622,8/31/2014 16:04,Embarcadero at Sansome,60,8/31/2014 21:15,Embarcadero at Sansome,60,524,Customer,94404
432705,991,8/31/2014 16:01,San Salvador at 1st,8,8/31/2014 16:17,Japantown,9,72,Customer,95112
432704,426,8/31/2014 16:00,Post at Kearny,47,8/31/2014 16:07,Powell at Post (Union Square),71,400,Subscriber,94133
432701,1202,8/31/2014 15:58,San Salvador at 1st,8,8/31/2014 16:18,Japantown,9,15,Customer,95112
432700,646,8/31/2014 15:58,2nd at Townsend,61,8/31/2014 16:08,Market at Sansome,77,507,Customer,2458
432699,1260,8/31/2014 15:57,San Salvador at 1st,8,8/31/2014 16:18,Japantown,9,245,Customer,95112
432698,715,8/31/2014 15:55,Steuart at Market,74,8/31/2014 16:07,San Francisco Caltrain (Townsend at 4th),70,267,Subscriber,95035
432695,454,8/31/2014 15:54,Powell Street BART,39,8/31/2014 16:02,Market at Sansome,77,453,Customer,34
432694,1071,8/31/2014 15:52,Santa Clara at Almaden,4,8/31/2014 16:09,Santa Clara at Almaden,4,49,Customer,93944
432691,19066,8/31/2014 15:48,Embarcadero at Sansome,60,8/31/2014 21:06,Embarcadero at Sansome,60,444,Customer,94404
432690,19662,8/31/2014 15:47,Embarcadero at Sansome,60,8/31/2014 21:15,Embarcadero at Sansome,60,353,Customer,94404
432689,2486,8/31/2014 15:45,Harry Bridges Plaza (Ferry Building),50,8/31/2014 16:26,San Francisco City Hall,58,278,Customer,5013
432683,302,8/31/2014 15:37,Powell Street BART,39,8/31/2014 15:42,Market at 10th,67,575,Subscriber,94103
432682,984,8/31/2014 15:36,Embarcadero at Bryant,54,8/31/2014 15:52,Market at 4th,76,534,Customer,98109
432681,1039,8/31/2014 15:36,Embarcadero at Bryant,54,8/31/2014 15:53,Market at 4th,76,518,Customer,98109
432678,1648,8/31/2014 15:34,5th at Howard,57,8/31/2014 16:01,Embarcadero at Sansome,60,546,Customer,10003
432677,1701,8/31/2014 15:33,5th at Howard,57,8/31/2014 16:01,Embarcadero at Sansome,60,270,Customer,10003
432676,404,8/31/2014 15:33,Embarcadero at Sansome,60,8/31/2014 15:40,Davis at Jackson,42,501,Subscriber,94111
432674,30521,8/31/2014 15:31,Golden Gate at Polk,59,8/31/2014 23:59,Golden Gate at Polk,59,570,Customer,94102
432673,6137,8/31/2014 15:30,San Antonio Caltrain Station,29,8/31/2014 17:13,Mountain View Caltrain Station,28,230,Customer,2134
432672,559,8/31/2014 15:29,South Van Ness at Market,66,8/31/2014 15:39,San Francisco Caltrain (Townsend at 4th),70,526,Subscriber,94107
432671,2944,8/31/2014 15:28,Castro Street and El Camino Real,32,8/31/2014 16:17,Castro Street and El Camino Real,32,670,Customer,94041
432670,2969,8/31/2014 15:28,Castro Street and El Camino Real,32,8/31/2014 16:17,Castro Street and El Camino Real,32,90,Customer,94041
432669,11894,8/31/2014 15:26,Powell Street BART,39,8/31/2014 18:44,Embarcadero at Sansome,60,335,Customer,93445
432668,11939,8/31/2014 15:25,Powell Street BART,39,8/31/2014 18:44,Embarcadero at Sansome,60,328,Customer,93445
432667,1561,8/31/2014 15:25,Embarcadero at Folsom,51,8/31/2014 15:51,Civic Center BART (7th at Market),72,454,Customer,94122
432666,202,8/31/2014 15:23,Market at Sansome,77,8/31/2014 15:27,Temporary Transbay Terminal (Howard at Beale),55,29,Subscriber,94602
432665,528,8/31/2014 15:19,Temporary Transbay Terminal (Howard at Beale),55,8/31/2014 15:27,5th at Howard,57,546,Subscriber,94158
432664,1467,8/31/2014 15:17,Market at Sansome,77,8/31/2014 15:41,Washington at Kearny,46,600,Customer,96813
432663,634,8/31/2014 15:16,Market at Sansome,77,8/31/2014 15:27,Market at Sansome,77,331,Customer,96813
432661,863,8/31/2014 15:12,Market at Sansome,77,8/31/2014 15:27,Market at Sansome,77,587,Customer,96817
432660,699,8/31/2014 15:12,Embarcadero at Bryant,54,8/31/2014 15:24,Broadway St at Battery St,82,283,Subscriber,94107
432659,1726,8/31/2014 15:12,Market at Sansome,77,8/31/2014 15:41,Washington at Kearny,46,599,Customer,96817
