review_id	sentiment	label_id	input_ids	review_body	date
5230	1	2	[0, 100, 56, 155, 15331, 31, 11855, 11, 127, 865, 53, 342, 106, 124, 7, 120, 42, 6399, 4, 24, 18, 1969, 328, 372, 19, 2972, 5246, 918, 73, 29, 33222, 13, 5, 2428, 1437, 50, 10317, 73, 459, 6149, 1033, 13, 5, 1136, 4, 372, 13, 4477, 2961, 8, 98, 16106, 734, 118, 40, 120, 55, 3568, 66, 9, 42, 87, 127, 155, 11855, 15331, 2771, 4, 939, 101, 5, 34915, 11, 5, 526, 1437, 24, 817, 3041, 219, 150, 67, 9107, 24, 31, 546, 101, 10, 21592, 6399, 4, 5, 129, 631, 939, 74, 101, 16, 114, 5, 6399, 21, 10, 410, 540, 192, 12, 11672, 4, 24, 18, 45, 1099, 1437, 53, 939, 40, 2299, 33, 7, 2, 1, 1, 1, 1, 1, 1, 1]	I had 3 shirts from clearance in my hand but put them back to get this shirt. it's perfect! great with skinnies/sandals for the spring  or boots/leggings for the fall. great for layering and so versatile...i will get more wear out of this than my 3 clearance shirts combined. i like the slit in the side  it makes flowy while also preventing it from looking like a maternity shirt. the only thing i would like is if the shirt was a little less see-through. it's not bad  but i will definitely have to	2021-08-04T09:13:10Z
13620	1	2	[0, 133, 1468, 8, 3195, 9, 5, 3588, 58, 372, 1437, 53, 5, 2564, 21, 1195, 38596, 4, 939, 218, 75, 206, 24, 21, 235, 13, 127, 3989, 4, 939, 524, 5779, 600, 1437, 939, 6640, 1521, 9, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The material and color of the dress were great  but the fit was rather blah. i don't think it was right for my shape. i am disappointed though  i liked design of it.	2021-08-04T09:13:10Z
11357	-1	0	[0, 100, 348, 57, 21754, 42, 3588, 13, 377, 1437, 98, 77, 24, 439, 15, 1392, 939, 1747, 3584, 24, 4, 122, 939, 192, 596, 24, 18, 15, 1392, 4, 5, 3588, 1237, 2778, 739, 8, 34, 117, 3989, 17220, 1326, 101, 10, 4728, 415, 3540, 14072, 8, 939, 619, 101, 475, 3036, 734, 119, 3036, 11, 24, 328, 42, 40, 28, 164, 124, 7, 5, 1400, 32376, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I've been eyeing this dress for months  so when it went on sale i finally purchased it. now i see why it's on sale. the dress runs extremely large and has no shape.... looks like a potatoe sack and i feel like moo...moo in it! this will be going back to the store!!!!	2021-08-04T09:13:10Z
9474	1	2	[0, 16587, 1437, 657, 1437, 657, 42, 299, 16506, 1437, 657, 5, 910, 5865, 1329, 34325, 23, 5, 2576, 4, 1437, 657, 5, 1181, 5933, 4, 5, 299, 473, 5329, 422, 739, 4, 1437, 6329, 939, 437, 227, 10, 4761, 8, 650, 53, 2162, 5, 3023, 29, 4, 1437, 657, 5, 12189, 4, 1437, 5, 8978, 3195, 1302, 101, 10, 35735, 10199, 1437, 8, 16, 16106, 19, 258, 10844, 8, 2084, 6149, 1033, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love  love  love this top!!!  love the ruffled tiers at the bottom.  love the longer length. the top does indeed run large.  normally i'm between a medium and small but bought the xs.  love the pockets.  the orange color seems like a nicer fabric  and is versatile with both jeans and leggings.	2021-08-04T09:13:10Z
8782	-1	0	[0, 970, 58, 95, 350, 171, 16415, 2923, 7, 42, 631, 4, 24, 21, 45, 34203, 4, 24, 1326, 5500, 15, 42, 1421, 53, 45, 15, 162, 4, 14223, 157, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	There were just too many pleats to this thing. it was not flattering. it looks fantastic on this model but not on me. oh well.	2021-08-04T09:13:10Z
14742	1	2	[0, 100, 657, 42, 13454, 328, 939, 2162, 5, 3055, 337, 11, 1400, 4, 4066, 8089, 4, 410, 1254, 32, 1969, 4, 5, 7082, 300, 21, 182, 34203, 15, 162, 4, 939, 437, 45, 11044, 219, 23, 70, 8, 24, 10601, 98, 157, 4, 5328, 24, 7, 25003, 8, 5, 2524, 184, 423, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love this tee! i bought the teal in store. rich colors. little details are perfect. the loose got was very flattering on me. i'm not busty at all and it hung so well. wore it to brunch and the flight home later!	2021-08-04T09:13:10Z
4966	0	1	[0, 20930, 15, 97, 6173, 14, 42, 299, 2075, 739, 1437, 939, 2740, 42, 804, 11, 80, 10070, 4, 258, 2551, 7, 2564, 30103, 11, 127, 7050, 36, 24648, 5, 7050, 2564, 15976, 11, 5, 2735, 1836, 43, 1437, 8, 258, 58, 203, 350, 380, 15, 5, 2576, 4, 5, 760, 2576, 9, 42, 6399, 34, 10, 651, 9, 16415, 2923, 1437, 98, 5, 2576, 9, 42, 299, 269, 1437, 269, 1437, 269, 29139, 66, 409, 31, 127, 28097, 4, 5, 5933, 2551, 2051, 15, 162, 36, 245, 108, 698, 18653, 5, 1468, 16, 182, 7174, 1437, 8, 939, 115, 192, 127, 16109, 11689, 149, 5, 1104, 6184, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Based on other reviews that this top ran large  i ordered this online in two sizes. both seemed to fit alright in my chest (although the chest fit tighter in the smaller size)  and both were much too big on the bottom. the front bottom of this shirt has a series of pleats  so the bottom of this top really  really  really flared out away from my hips. the length seemed fine on me (5'10""). the material is very thin  and i could see my nude bra through the white pattern."	2021-08-04T09:13:10Z
5120	0	1	[0, 2847, 5074, 14, 42, 1886, 6703, 222, 45, 2564, 162, 4, 939, 13165, 7, 5, 1551, 939, 1166, 8, 1381, 10, 650, 1437, 399, 75, 283, 593, 7, 12365, 4, 939, 1381, 10, 4761, 8, 24, 67, 222, 45, 2564, 4, 939, 206, 42, 6880, 16, 1887, 13, 951, 54, 34, 10, 650, 5120, 4, 939, 2045, 7, 28, 350, 6764, 13, 5, 6880, 8, 350, 380, 11, 5, 7050, 4, 939, 2333, 460, 2564, 88, 10, 1836, 4761, 4, 6025, 145, 26, 5, 1886, 6703, 16, 182, 1256, 8, 27360, 1437, 34, 41, 2679, 1521, 8, 16, 157, 156, 4, 98, 5074, 42, 6880, 399, 75, 173, 13, 162, 4832, 38203, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	So sad that this cardigan did not fit me. i listened to the review i read and tried a small  didn't come close to fitting. i tried a medium and it also did not fit. i think this item is designed for someone who has a small frame. i seem to be too tall for the item and too big in the chest. i usually always fit into a size medium.that being said the cardigan is very pretty and feminine  has an interesting design and is well made. so sad this item didn't work for me :-(	2021-08-04T09:13:10Z
8007	0	1	[0, 29287, 16170, 3588, 1437, 4613, 10199, 1437, 182, 157, 156, 1437, 95, 1237, 269, 650, 328, 98, 5074, 1437, 939, 770, 42, 3588, 13, 10, 780, 515, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Beautiful dress  wonderful fabric  very well made  just runs really small! so sad  i wanted this dress for a special event!	2021-08-04T09:13:10Z
8797	-1	0	[0, 100, 21, 11, 657, 19, 42, 3235, 31, 5, 3493, 4, 9574, 5, 299, 16, 10, 410, 350, 765, 98, 5, 3723, 2911, 783, 16576, 2323, 235, 23, 127, 35653, 233, 8, 630, 75, 972, 5, 17059, 17539, 6806, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was in love with this suit from the pictures. unfortunately the top is a little too short so the peplum skirt hits right at my widest part and doesn't meet the bikini bottoms.	2021-08-04T09:13:10Z
18811	-1	0	[0, 100, 56, 127, 2295, 15, 42, 65, 13, 29402, 8, 1276, 7, 907, 24, 77, 24, 16270, 124, 15, 127, 2813, 8458, 4, 939, 64, 192, 596, 951, 1835, 24, 4, 5, 23204, 299, 2323, 23, 5, 2373, 678, 1514, 8, 156, 162, 356, 10861, 1437, 101, 10, 30004, 299, 4, 31, 5, 526, 939, 794, 5, 801, 1437, 53, 45, 615, 7, 1871, 24, 4, 1153, 65, 9, 5, 2373, 383, 939, 33, 655, 3584, 31, 6215, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I had my eye on this one for awhile and decided to buy it when it popped back on my wishlist. i can see why someone returned it. the sweater top hits at the worst possible spot and made me look ridiculous  like a mushroom top. from the side i saw the potential  but not enough to save it. probably one of the worst things i have ever purchased from retailer.	2021-08-04T09:13:10Z
7109	1	2	[0, 45963, 35, 727, 10431, 1437, 195, 108, 134, 1437, 2107, 102, 734, 2740, 1836, 3023, 29, 4, 1437, 5, 3235, 16, 1256, 4, 1437, 223, 5, 5397, 1902, 1437, 147, 5, 80, 8978, 9217, 972, 5, 1104, 1312, 2798, 1437, 14, 2797, 9258, 268, 10, 828, 4, 1437, 42, 40, 45, 1369, 114, 47, 33, 10, 2514, 7050, 87, 127, 2107, 102, 50, 33, 10, 1181, 73, 7450, 7292, 28762, 98, 14, 5, 10199, 64, 4140, 66, 1437, 4634, 6539, 14, 29002, 443, 3269, 4, 1437, 5, 2380, 36, 8267, 66, 43, 22533, 3269, 77, 47, 1413, 62, 1359, 8, 4044, 293, 77, 110, 1004, 73, 428, 1397, 7, 5, 526, 4, 1437, 939, 206, 42, 16, 421, 4, 1437, 5, 2576, 2810, 1437, 15, 5, 2]	Reference: 100#  5'1  32a... ordered size xs.  the suit is pretty.  under the neckline  where the two orange panels meet the white center panel  that corner puckers a bit.  this will not happen if you have a larger chest than my 32a or have a longer/broader torso so that the fabric can stretch out  thus pulling that merging area flat.  the sides (cut out) lays flat when you stand up straight and gapes when your turn/bend to the side.  i think this is expected.  the bottom section  on the back  c	2021-08-04T09:13:10Z
13522	-1	0	[0, 133, 909, 8, 1104, 1345, 9, 42, 23204, 817, 24, 356, 3668, 2721, 4, 5, 3195, 11075, 1415, 7, 28, 10, 2721, 4066, 18698, 1275, 3195, 4, 24, 1622, 222, 45, 914, 4, 24, 21, 55, 9, 41, 818, 21155, 1732, 9, 5, 4066, 3195, 4, 5, 2564, 21, 22, 1638, 845, 95, 399, 75, 657, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"The black and white photo of this sweater makes it look absolutely beautiful. the color photography looked to be a beautiful rich burnt red color. it simply did not match. it was more of an almost faded version of the rich color. the fit was ""ok"". just didn't love it."	2021-08-04T09:13:10Z
13706	1	2	[0, 713, 16, 269, 11962, 111, 19, 10, 445, 26922, 50, 396, 4, 10844, 50, 13344, 4, 657, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is really cute - with a statement necklace or without. jeans or shorts. love it.	2021-08-04T09:13:10Z
238	1	2	[0, 713, 3588, 78, 2037, 127, 2295, 804, 4, 528, 7, 5, 425, 939, 18993, 4, 172, 939, 794, 11, 1400, 8, 1381, 15, 734, 118, 1276, 7, 946, 160, 13, 10, 1392, 1437, 53, 127, 40, 21, 562, 7174, 4, 683, 939, 794, 24, 386, 7, 1331, 66, 804, 1437, 939, 56, 7, 185, 5, 15804, 4, 939, 1467, 42, 3588, 21, 10, 531, 33, 4, 24, 16, 2422, 34203, 8, 3137, 24382, 328, 5, 275, 9, 258, 14490, 4, 939, 437, 650, 12, 2871, 16460, 98, 258, 5, 579, 8, 475, 2564, 1437, 53, 5, 27595, 15, 5, 579, 2564, 10, 828, 723, 1437, 61, 21, 55, 34203, 15, 162, 1437, 98, 579, 16, 99, 939, 300, 4, 24, 64, 28, 7001, 62, 50, 2829, 2]	This dress first caught my eye online. due to the price i resisted. then i saw in store and tried on...i decided to hold off for a sale  but my will was getting thin. once i saw it start to sell out online  i had to take the plunge. i knew this dress was a must have. it is super flattering and comfy! the best of both worlds. i'm small-chested so both the s and m fit  but the seam on the s fit a bit higher  which was more flattering on me  so s is what i got. it can be dressed up or slightly down	2021-08-04T09:13:10Z
9925	1	2	[0, 100, 348, 57, 27795, 42, 4002, 187, 24, 376, 66, 8, 77, 939, 794, 24, 439, 15, 1392, 19, 41, 1823, 135, 160, 3260, 939, 1467, 939, 56, 7, 2229, 4, 157, 966, 5, 425, 939, 1199, 1437, 10, 828, 8431, 23, 455, 425, 4, 1437, 1437, 1437, 1437, 939, 439, 19, 10, 1836, 4761, 12, 939, 2333, 185, 10, 650, 73, 176, 12, 306, 11, 6215, 13657, 8, 209, 360, 939, 437, 198, 10, 2107, 438, 4, 939, 437, 67, 6764, 19, 251, 3701, 4, 5, 1521, 16, 182, 36341, 19, 5, 30197, 24150, 8, 786, 12, 3998, 10174, 760, 98, 47, 33, 103, 885, 24217, 929, 4, 24, 10698, 162, 101, 24, 21, 6777, 156, 4, 1437, 1437, 1437, 1437, 5, 1468, 16, 10, 2]	I've been stalking this beauty since it came out and when i saw it went on sale with an extra percent off code i knew i had to purchase. well worth the price i paid  a bit steep at full price.     i went with a size medium- i usually take a small/2-4 in retailer tops and these days i'm around a 32c. i'm also tall with long arms. the design is very forgiving with the cropped sleeve and non-closing front so you have some wiggle room. it fits me like it was custom made.     the material is a lightwei	2021-08-04T09:13:10Z
