9518 27092
9421 4808 774
7389 6550 -691
618 404 -219
546 8439 -904
5790 913 -472
6423 7321 -484
7748 3597 479
496 9302 312
5315 5345 172
8228 3326 -840
2565 8249 -846
8644 1965 974
145 5710 788
3237 6059 -52
5959 7809 -847
9113 823 -185
739 7807 -849
8454 4965 -561
8507 4839 517
8934 6916 -62
5275 3657 -476
5397 16 -938
3700 291 -79
8609 7396 943
7933 7197 769
1697 1790 30
7885 3141 9
2345 8902 860
5034 2373 512
3993 4852 319
905 8799 -850
2205 3861 -520
954 1593 561
6936 6249 693
1853 3487 -394
4616 7818 647
9122 2833 -405
8956 3990 -172
5832 1720 533
382 4329 443
1514 8896 -532
7313 6 290
5879 3527 -804
6453 6133 39
9274 1404 -264
2599 3980 -147
4455 8700 816
3639 6691 490
8004 5683 412
3310 6496 631
5314 6793 -902
571 5247 980
7881 5535 831
1784 4496 237
2452 4877 -846
4939 8849 662
5443 5890 922
2721 382 -611
7630 4791 -628
6906 2894 -692
4426 2898 186
5844 2963 -454
8911 33 384
7985 1892 -639
5431 5389 -284
3208 4344 -306
4056 1589 640
5159 1855 515
8770 3769 72
5815 6114 973
5910 3195 948
5567 7442 -259
5421 8448 87
963 9390 -972
2047 6012 -722
2812 2021 -363
2777 9517 -49
7098 438 -56
6719 3865 -449
727 8917 475
544 6911 -235
7170 6799 -298
2940 8854 -853
7494 7964 -800
29 4043 -119
2319 2298 174
1125 7117 -492
243 3980 314
4620 7138 225
5323 3612 40
1938 9240 -353
1067 5384 417
6000 1148 52
3965 1729 236
2205 6022 -348
4989 2038 962
6467 3848 656
4543 9248 889
3321 3048 771
3917 2905 -288
9197 4983 929
4858 2206 -336
9482 3556 356
9124 1649 136
7056 8168 -921
4298 6155 -136
7497 5762 -245
681 502 372
7467 5777 -925
2633 5008 -292
2651 5188 580
9296 2451 -644
3791 873 307
5403 536 -76
5163 1021 -367
1079 5591 321
763 6219 -18
8683 171 -571
7793 8064 -271
7551 2894 -931
3612 4026 -963
3540 3057 230
4052 7741 -998
170 2263 -705
8456 2956 360
6284 1244 277
8001 4482 199
623 5303 -187
8723 4793 -164
3904 4338 699
29 2430 41
897 6144 -23
1714 7331 -8
661 6936 -841
6594 7869 -474
7116 9008 -928
6467 2071 514
6274 1147 462
1293 4274 164
2210 8137 580
5430 3021 -376
8660 8688 -640
2879 8667 149
827 807 290
2860 1797 734
7185 2274 966
55 4781 83
9135 2408 -518
2411 8951 -58
9441 4184 48
694 5035 702
2595 2650 -843
2240 5727 490
3322 7675 -478
6419 5333 830
8551 7290 546
5189 7874 -703
9321 7235 189
8344 522 -802
5313 4210 -419
7484 2183 261
587 6542 886
651 385 -235
4442 5616 -788
3632 3973 76
8492 5785 410
2249 3842 -758
976 3947 508
7935 5930 -431
8142 8268 948
7603 8079 -534
1056 4510 -751
8603 2763 -435
9121 7473 -24
5627 32 -574
4792 2833 456
4230 2199 687
1361 9429 -949
6430 1664 108
598 3766 -263
6447 6589 436
8335 8159 -760
8123 9070 -25
3928 2809 -565
4192 2015 878
1421 9348 -313
3115 5173 -193
581 6753 992
5442 4734 -20
5368 2896 273
8300 1345 874
9433 4540 -833
13 9209 74
2803 6234 -505
7997 2460 -208
1079 4444 782
2632 279 727
6510 671 -505
5021 5679 -180
2517 3178 678
2446 1254 972
448 7747 -329
8060 1235 -921
6530 7889 -341
5624 2989 626
4961 5910 650
6103 7734 994
3484 3644 747
7367 4095 310
734 3254 -173
2842 9468 403
1582 327 -420
7744 809 -177
3949 6175 -484
5809 333 -677
6245 1344 928
9313 5359 -146
3959 6589 -182
1046 2580 175
690 4999 654
9234 847 -632
6286 707 -38
4508 7132 39
5226 5763 747
3313 5074 222
6486 9014 -146
6661 7918 -726
7704 6010 795
9497 5172 -303
4045 2295 747
3349 6445 792
4135 8121 -821
3919 2274 433
1507 7786 596
5657 4349 681
1933 7774 395
2201 770 -350
2308 4962 204
1564 9144 67
6472 8512 -824
8731 1979 139
2908 4671 863
1773 6857 -368
8973 4330 379
5253 422 109
1866 1082 -513
8319 5806 -936
1112 3729 -762
102 7683 53
1087 5584 -673
2752 7676 150
7684 3235 10
7269 4812 -324
9179 6109 -57
4755 7003 136
7094 4434 -749
6780 7473 782
8365 3230 147
1335 5748 -865
2396 9300 269
3579 4467 494
6324 5227 864
3257 1286 -85
3835 7165 -943
8650 7641 -962
4596 8463 -796
6412 3992 -509
8284 2337 898
4300 5621 -978
2232 7686 199
8708 5503 -560
8145 4448 357
3169 6660 504
1432 4675 911
3263 5617 180
5779 6916 -424
5577 1823 417
6572 2231 -565
1744 2309 -685
2148 4812 -303
1011 1199 -327
7135 4945 388
794 7097 -559
5222 4436 -563
3527 522 -763
3446 6826 -75
5486 4571 888
5551 6780 838
182 8855 -823
5480 2648 -214
2807 74 -830
6456 7890 -207
4604 8365 -818
8038 4493 -182
3739 7849 -71
4750 6323 -371
3547 9317 942
4665 9346 746
3451 2552 13
2930 5728 817
3064 5576 -552
4811 4199 -163
5352 1169 -723
9515 5781 -837
62 3495 -711
7365 3594 519
562 7763 -510
4808 2926 737
2170 4138 737
6455 5004 -620
6643 6123 -676
2138 8429 -124
8020 3084 956
9060 8814 921
1701 2197 132
7786 7078 578
481 3774 758
5127 7761 542
5764 436 -164
2287 7943 602
869 5850 -382
9282 6637 782
5435 4859 -837
670 4123 405
8589 8930 -354
5797 6 679
6881 5749 816
4504 2422 750
5104 1143 231
3788 6675 -992
6101 400 48
787 7431 753
2521 1802 829
141 7212 -962
6902 2108 452
4409 4588 966
728 2802 700
1382 7180 462
4753 5117 268
659 2451 467
5948 4179 -653
4552 7107 737
7531 3247 -834
7163 2436 508
9039 936 640
80 1496 462
3149 2566 64
4119 3241 524
3428 8954 -144
6402 5670 -67
4740 7855 -693
40 3387 -254
6058 2617 -747
5381 2524 608
7944 6133 549
5640 2912 887
2584 3378 -670
9440 6953 646
7671 3447 562
1994 8154 616
2465 5850 -621
3228 6026 648
593 2610 -223
4901 1703 216
9465 8025 -508
2871 7690 -572
1276 5599 -66
9122 2754 32
9076 6608 641
7742 2928 328
2892 5660 -957
5419 5566 -663
4616 7370 -33
8557 935 848
3983 3110 -840
1958 4328 241
9340 6206 -929
6209 1889 340
2201 4392 168
8937 7763 -977
454 1741 264
2920 371 755
1963 9306 490
2488 304 -584
6492 8276 441
1896 4646 -150
9128 8530 -430
5288 2622 998
569 5616 -601
7888 7922 -640
6940 8964 -624
8893 5977 123
316 4071 -913
7307 1433 -221
23 9349 970
7329 7737 -258
2147 8672 123
3422 3238 74
9365 4302 4
7017 3266 -751
3605 9243 586
1466 8990 588
7587 8319 2
6824 5669 -998
7048 5388 -57
2542 2171 -308
6977 2753 -283
2414 1815 483
8651 6007 -29
8704 215 920
5862 6600 -923
6896 3898 972
8000 1019 979
2659 9430 -231
8896 860 -799
8615 2341 320
2723 3503 -836
464 6708 627
4190 9438 51
9183 6665 -528
1669 884 316
2564 1340 338
4221 3797 99
8780 1852 -658
1875 3482 894
4420 6486 -870
8571 2164 765
7466 8396 539
1633 6253 685
3288 1101 -251
2553 6082 800
1159 4928 -426
6211 8701 534
1460 6265 5
4815 5831 -687
4009 1052 -215
8940 783 606
7325 7066 942
4736 1617 368
4723 111 832
1876 3086 -224
8947 8144 86
5749 2714 183
8739 2978 -439
2675 6377 546
4764 196 -838
883 285 455
7504 9446 -187
9487 4294 411
4997 1948 -395
3331 1756 40
7279 5504 822
693 1640 281
2903 7972 557
9051 961 -902
1242 5617 -707
9047 1723 722
7239 5845 -412
3073 6449 945
8875 3886 -307
7722 542 161
630 1959 729
2886 1500 -568
3477 3168 19
7013 316 -106
6341 3142 90
138 5694 228
9382 3071 308
9487 4033 452
6552 7069 38
543 6586 -79
23 8586 143
9498 8430 -417
7210 5589 -407
5790 4901 -230
7242 1417 -163
1655 700 -456
6698 3864 -531
6894 9466 -156
830 518 -423
8593 8197 -792
8795 2019 260
1686 7873 337
4776 4847 -136
6881 6171 100
9439 4326 -432
4716 9434 915
4313 7662 -28
1538 6077 141
1327 7629 689
7450 7702 229
8654 2970 -202
842 7446 619
7521 5035 465
7820 4845 78
5995 6090 455
4937 4668 683
3589 2086 985
6750 8464 -995
3628 3910 920
3742 441 -974
4590 1749 -483
8352 8648 -456
8516 9481 -478
8334 9423 416
4046 4968 106
3075 5488 982
3013 8058 812
3626 1307 354
2613 6999 902
9345 6672 592
2892 2792 -167
2487 4418 -507
7608 196 306
5976 8248 191
8296 2993 -786
1334 1323 -8
6955 9191 -599
6835 4050 -949
5422 6022 836
4764 7105 495
4027 6378 344
7287 1820 501
6393 6054 792
8181 4183 64
7910 529 311
3374 9359 725
4351 618 302
7261 116 -430
6111 1432 -888
5382 895 406
9130 3452 204
5882 1903 -158
3369 8724 -857
1273 7329 -996
7025 8160 814
4986 8985 -473
3709 8907 -813
5989 5115 542
9326 4050 -520
2764 8625 -929
2019 9386 -48
4048 8175 -597
5858 7200 -218
4969 7461 576
7821 9155 -700
8101 6469 -210
2849 4436 -464
8217 5699 -543
1294 3577 -369
5939 8296 -188
1450 8492 8
1824 7515 -682
7090 4011 266
514 4282 502
3186 2034 490
2968 7999 -195
3637 3648 -295
8763 7600 -963
3667 2806 -575
4931 5357 597
7131 3207 393
1374 6361 -488
7269 1828 933
7641 8990 -775
5087 6905 152
9170 3857 403
3592 2356 289
8293 8435 -508
326 1624 -577
874 28 -862
2511 703 -923
8210 7245 801
8743 8544 -316
742 2233 -615
1558 1857 156
4007 7248 314
5055 7920 764
7573 2966 -140
4648 5630 -893
3491 4705 732
3783 6283 819
1209 8703 -314
1422 649 -258
8057 6933 96
2201 5568 801
388 2997 -613
8531 962 967
4209 4639 -341
4619 6390 515
8849 76 -28
5599 6731 -575
6680 5746 -345
1191 6834 -56
6745 359 -557
2440 4586 945
7931 197 664
8715 2765 -21
5536 3855 73
1135 7753 790
228 7159 618
3870 8668 735
7829 5857 178
6501 7867 -182
255 1048 -220
6808 7508 350
7313 7914 -620
5337 8472 -577
3314 4577 -647
1368 7093 -123
5955 9092 -964
8287 1410 -768
4797 3724 857
3228 3853 -352
3019 5981 -129
1024 6551 429
147 1641 -239
8586 7209 -296
2135 7480 298
134 5325 -98
8491 5782 449
5571 4316 -688
286 6197 935
3309 5080 -514
8314 6481 445
2704 173 57
8516 5722 -124
2017 4945 471
4608 236 -634
2552 9168 627
8051 2236 -106
7442 2376 -172
8203 7417 43
7601 215 332
5166 2539 683
2251 2607 963
5423 8242 312
9129 1882 45
4033 2961 677
7749 1759 102
9054 3814 -882
8902 3636 -637
8474 2536 -795
141 1364 743
7719 7567 -975
2547 2983 466
3193 5675 70
1255 6564 -525
3786 5636 -746
1640 9013 -632
1119 8873 -968
4545 6961 -629
4511 1885 -203
8643 6423 -913
7722 8655 84
2681 948 405
1540 5406 -255
6715 6554 -859
3505 7594 -802
4641 4919 -157
3321 7935 290
5326 2200 -258
1856 8501 -395
6161 2059 755
3767 257 644
4413 220 -657
7931 2819 -310
1180 5519 -141
7331 7365 984
8460 837 -907
5558 7383 -665
2872 1521 48
8405 8478 -895
4629 7980 -736
7070 7615 820
3988 759 -931
8242 875 362
7247 7933 -352
2625 9226 -82
1116 1337 -623
144 5208 204
540 3812 269
5175 4677 -959
6422 5764 467
1227 2086 -483
8916 2290 689
8929 8743 2
7216 2593 754
4864 176 24
1396 6240 -351
2768 5890 419
6194 5940 673
2195 4800 -499
6292 1209 -326
6842 473 582
5988 1690 674
4542 6623 440
1476 4417 318
8110 1524 626
1095 9065 -219
2169 9448 -274
3317 6576 723
3643 9348 -54
4782 3444 -408
1986 9243 479
8967 254 -452
9409 7854 -975
3731 6742 263
827 6199 -811
1604 3531 904
4059 2905 84
4699 2351 320
7897 9111 -460
4054 459 835
5808 3974 -948
1020 6145 -156
6919 3171 -80
7789 2402 -779
7980 7872 -674
6316 7352 115
1255 9322 341
3025 1890 807
2563 1791 -906
6475 9138 -419
7159 2074 -1000
3646 5901 -709
1429 668 892
4902 8186 591
8158 906 -631
1392 6418 -621
2741 1050 711
529 1817 -49
1499 1555 -520
9078 5184 913
5265 4410 -305
7480 7932 -81
5989 6421 -847
3176 2316 -436
6100 6438 866
7831 1119 -928
7616 3619 899
3272 691 268
2081 5291 -797
9449 7700 -610
5879 5813 717
927 5446 233
1487 8351 404
8083 1220 -426
2680 3448 107
6085 7372 452
4249 4125 -792
4406 5825 -207
8265 7387 -887
5201 7090 258
1340 4538 243
6293 708 571
5858 1207 -90
3386 6881 412
4255 1280 709
6187 8468 883
7939 1738 -393
5266 6799 -167
4864 5508 363
9134 1541 492
2369 1238 -376
4552 8884 33
7245 6294 655
1994 3412 205
3786 9053 -432
5022 6812 -353
698 4682 -612
7489 5214 -110
7870 8289 -693
2033 7001 820
5305 8499 510
4925 1329 -395
724 7128 -394
4984 4856 275
3147 5858 -447
4568 3488 -513
4683 774 537
6542 9014 605
3508 7978 -155
1786 3325 844
3929 9263 738
4716 5212 -2
9368 9452 146
4709 2527 -853
5054 3705 -880
5627 6544 -441
3741 7680 580
3944 707 42
675 891 -588
5535 6697 719
5372 3673 -21
4573 8019 338
7007 1377 -938
4602 4892 228
1519 4019 421
5568 7443 -962
4213 7582 -303
4605 7041 973
9111 2289 780
25 937 807
3171 3096 455
6452 5184 -777
4606 3205 445
3354 9364 409
8305 2380 884
9274 1132 202
4714 3081 -234
8588 576 -339
1983 901 -881
2562 6705 493
6502 8208 230
3984 8779 -716
6612 8939 709
1234 1384 292
6015 9039 482
580 6921 -843
881 4112 470
7019 2996 -879
6645 5938 -467
2079 4041 663
6320 7629 -786
9350 2423 957
160 1491 883
4380 644 -304
1737 3756 -673
6594 5527 126
2631 8910 646
8720 6150 739
162 5016 384
1098 5685 846
8655 7345 994
3721 3534 -626
4343 9343 568
6282 583 -700
9133 2079 573
8664 2490 -409
8836 8267 -917
3166 6180 -775
9256 3244 -788
5961 4247 557
8899 3669 -122
7451 5810 -218
4679 6481 97
4521 5554 -963
5321 4676 381
6978 9211 234
2419 720 389
909 8244 368
3503 4090 687
8431 1463 -793
9309 3153 660
5429 7500 914
3843 5500 -121
9145 7951 -496
9243 6591 -442
837 3995 -749
8564 138 13
7172 4000 735
3786 5504 -796
488 7357 900
268 2239 655
3825 1984 -742
5343 8991 -550
6424 676 -152
915 1085 380
6163 7528 382
6261 9294 428
7368 6664 -864
973 5248 91
6712 6214 -899
6505 4228 911
1598 3441 875
7347 2299 -698
684 7606 -884
858 2315 643
4636 8711 -998
9368 1313 -281
3779 2877 -196
8785 2400 537
6113 8136 438
8976 2423 265
147 138 -897
6251 7062 885
7902 6915 21
3802 2958 667
6688 1867 392
6818 2663 253
307 7073 -531
6038 8224 425
9206 2483 -490
214 4104 740
9157 5013 -616
9119 3333 -569
8103 8935 -730
6078 1033 -788
4525 7969 -240
8119 7260 -428
107 3987 -640
1051 7786 176
8289 6364 -712
8676 208 28
2121 8673 -820
2469 8069 -141
1866 1287 617
4508 28 -385
2241 7349 35
2929 8567 -675
6209 6537 -707
5504 8725 -497
3728 6886 841
3595 3918 556
4283 1673 -452
4567 429 677
6176 8374 -656
273 498 -596
2621 9194 -650
7789 3097 460
5899 6757 -396
2974 3861 -640
73 369 806
3545 2908 854
3507 69 995
4644 4841 249
590 7269 59
6279 7473 9
4994 6579 411
3120 3346 -482
4014 2362 -188
1033 5226 882
4368 2984 -807
7416 5211 242
3139 9050 430
8151 7679 162
3942 2811 103
1066 4401 179
8089 4464 505
2131 8217 44
4749 1025 545
8572 3141 777
7597 486 -287
2532 1811 885
3798 9135 718
2208 663 -122
2673 8224 -907
8617 1877 796
460 6131 809
6030 3377 359
7443 6323 643
6866 4728 -174
122 6661 -61
5322 1889 857
8942 6098 804
5291 6094 -780
7569 5268 -745
2437 7160 874
4477 6751 391
5539 1346 87
6413 6679 965
3282 4900 -169
8519 7737 -36
4832 1020 -64
8151 5787 -45
8116 2308 -817
1357 6535 115
8245 5748 -544
4125 7739 922
4841 320 270
3130 3266 -653
8188 4354 -680
1123 5745 -394
7937 1933 -469
8597 4108 -923
8561 4497 -445
462 7097 217
1369 3246 -28
4279 2726 -36
1108 503 9
4903 3899 758
5351 8048 159
7384 8434 16
6892 7822 620
1025 4142 111
4083 4071 -723
8165 7035 -68
3658 2437 -137
6739 9403 -886
8562 4531 -26
8720 4335 377
7433 2662 -32
3668 4758 -516
8222 2158 -356
877 4717 -320
9287 9304 -21
3835 7473 245
5595 6508 12
1211 1563 -790
423 4323 997
8097 993 550
8461 7907 336
7067 4617 -881
356 9380 980
7942 2670 229
1173 7891 54
1294 1070 -616
1159 9392 -154
5324 5780 487
6459 3383 -983
1138 6391 -374
8869 278 -340
3282 3276 -373
8324 2659 461
85 9189 -685
865 4062 442
722 4577 -645
2556 9337 173
5233 90 294
3994 4782 -461
7912 2802 364
9068 4635 -895
6797 7890 794
6895 7847 197
3797 8514 429
2799 8627 169
316 9263 186
8513 3162 -970
4216 817 333
2150 5321 237
6839 7539 -585
1610 8568 381
7044 6325 212
3304 8814 -202
4963 1512 -326
6533 8258 -391
5060 1946 -28
6547 7557 -495
9034 9326 -953
339 3503 435
1631 1376 -292
4681 5497 758
4174 291 620
424 7262 -87
2432 2418 -775
6115 8310 -375
6536 6680 618
4566 3434 134
5596 2486 455
2726 5663 -46
3968 4341 345
3199 2921 753
8966 6376 911
2676 6258 -935
3243 8001 222
7072 2401 -216
5430 5063 -702
289 1773 591
4335 6992 -462
5826 5945 -62
8307 668 -521
6241 2952 754
1509 4149 -935
8119 371 -94
6246 6216 53
6233 4198 703
3605 7362 941
6304 987 535
3147 4627 -893
2672 3009 179
7452 4979 993
2400 5157 -514
6750 8708 112
1992 2526 301
4654 6114 -379
1093 4927 655
510 4516 -992
6917 4509 -279
6366 3577 -483
4859 7066 924
41 2259 3
482 5318 673
85 1971 302
8665 8889 -349
1238 208 361
2638 602 592
3716 7280 441
5020 4582 -478
2993 2886 -619
5463 5360 288
609 5899 998
1626 2193 -116
2126 6213 669
1842 3113 906
6746 95 331
1327 2246 346
6344 2982 -664
1397 2982 -213
3098 5171 -365
8721 5636 384
1848 1208 891
9064 6201 642
2706 7320 -221
8506 4327 -869
2114 4819 -633
1776 4203 805
4565 5246 -963
8308 1322 885
4372 6855 -407
5429 2298 738
3170 5485 -520
2545 8677 838
3299 7658 -823
6465 4254 767
7931 8421 -235
3717 1374 247
4374 1903 152
2384 4946 17
9341 5990 -473
1194 6546 872
8003 6433 -424
7677 7053 -372
8093 4680 -666
2417 7704 -866
6468 7355 -962
1549 5594 657
7420 2163 -581
7279 1058 85
6425 8889 -813
7591 9503 -399
2753 6915 -37
8415 3481 484
8566 1856 -748
6031 2676 -598
2818 5345 -950
3100 9118 265
1887 6043 742
7434 2546 146
7449 3647 -42
6720 4452 377
8585 3483 -146
5615 134 -382
5858 2716 379
4314 6814 561
228 2106 -25
9366 6457 308
8600 2786 899
3658 1390 -690
2051 4636 -517
3946 7152 -293
5144 5752 934
9287 8478 221
9025 6719 672
5482 3312 -427
2208 2937 983
3633 3197 372
2314 9102 844
9502 583 -419
4206 1635 175
1721 7218 269
1208 7833 -390
936 576 214
3731 3153 600
8745 8251 722
2693 4345 -434
5143 915 -729
5948 781 914
6695 3340 702
9353 1775 -707
3678 4049 155
2809 2120 596
8402 4022 -540
4414 5529 -164
8580 6005 -627
3291 9461 -2
4402 6334 76
1644 479 -440
1567 414 -425
6572 2096 -673
9166 584 485
858 7845 -209
3799 330 -580
8899 5725 -646
1029 7557 -491
1186 2918 565
6059 9240 393
4190 7098 844
7174 9178 -466
6364 2687 -649
8524 3062 -171
571 8463 -72
692 2291 148
3688 7306 -806
8527 1930 838
398 2052 -731
1994 5153 609
7247 3855 -198
174 9093 50
1887 8 -581
4000 8387 -944
765 6399 -121
1334 4196 896
5754 1444 869
2166 2157 369
6338 89 -342
838 5765 647
8040 7802 -152
6352 8406 -515
2997 2727 -355
2288 5833 -343
7007 2004 -477
5256 5317 396
7288 5147 -364
7563 6494 -253
7363 6850 -598
8061 4863 292
5139 383 -2
7700 5552 137
1550 5639 -139
6614 8033 647
5442 7287 -458
5543 9469 -153
2082 4103 -975
6198 4821 -636
3453 6355 -374
4919 4437 776
3308 4819 -441
4914 2517 -572
7577 9341 869
4106 1328 -79
6771 5236 57
5721 6331 -237
3481 6593 -824
3097 8805 878
4544 8770 5
9502 8508 992
5800 292 -515
55 4963 -792
9160 4170 588
4560 3695 -87
4963 8743 -591
4673 8873 -167
3817 2955 -392
8650 6935 724
3878 662 -928
3938 4080 602
8879 4334 39
4805 1832 -93
3985 4514 -652
3636 296 -838
5015 2410 -39
7322 2997 164
4593 9498 493
8889 4231 660
6424 4090 284
7650 6378 -843
6882 703 -865
3990 2136 854
8953 548 924
4820 7962 -44
6101 8061 599
5226 3519 443
1737 9345 69
5321 4581 488
2501 2833 -581
7189 4741 845
3111 9036 10
5341 1243 108
5102 2643 678
1943 2858 203
9036 1841 229
4367 6245 -826
43 4091 910
7282 5460 -817
3453 9423 -748
8574 3668 322
2618 3146 116
7483 7757 -872
417 3049 373
7639 7533 -867
3355 2389 386
8356 9237 -569
5247 9285 -230
3752 5844 32
7238 7925 -264
5068 2163 -788
339 8250 -555
1920 1226 -793
5955 9306 711
1206 1255 270
7013 3943 549
3548 2250 475
6979 4400 -710
1994 6333 -193
7856 1906 -313
8502 3253 -542
6008 9065 -537
6329 8014 331
5992 5347 -975
2361 1772 245
8266 9106 567
8260 6906 -727
1885 6557 -655
1321 530 -192
