32
2015	1756	1862	1716	2022	1676	1254	1688	1794	1187	0	1348	1959	1428	1728	1248	1183	1891	1788	1313	2012	1363	1883	1766	1219	2009	1627	1877	1329	1647	1664	1978	
1912	1297	1984	1116	1926	1515	1826	1395	1514	1612	1348	0	1175	1831	1260	1516	1176	1915	1455	1426	1371	1306	1704	1687	2003	1144	1359	1034	1085	1837	1182	1952	
1066	1976	1657	1355	1117	1380	1786	1492	1233	1830	1959	1175	0	1759	1382	1810	1453	1556	1173	1476	1559	1994	2011	1459	1911	1203	1646	1957	1937	1156	1357	1986	
1181	1100	1672	1377	1396	2037	1327	1896	1397	1150	1428	1831	1759	0	1196	1283	1563	1347	1475	1746	1417	1209	1796	1098	1715	1166	1531	1679	1887	1523	1590	1215	
2030	1944	1103	1503	1263	1793	1401	1939	1309	1683	1728	1260	1382	1196	0	1962	1616	1384	1620	1814	1498	2048	1302	1853	1259	1696	1597	1684	1316	1443	1310	1549	
1149	1843	1790	1444	1731	1243	1784	1751	1137	1337	1248	1516	1810	1283	1962	0	1573	1058	1532	1147	1537	1849	1668	1980	1346	1376	1389	1404	1217	1202	1270	1388	
1594	1082	1221	1031	1047	1298	1608	1101	1366	1422	1183	1176	1453	1563	1616	1573	0	1315	1757	2029	1069	2002	1257	1301	1198	1472	1818	1035	1718	1029	1824	1281	
1953	1948	1737	1778	1324	2036	1827	1754	1742	1842	1891	1915	1556	1347	1384	1058	1315	0	1847	1868	1965	1817	1320	1820	1230	1625	1615	1579	1985	1294	1775	1970	
1319	2024	1191	1130	1811	1845	2032	1073	1982	1400	1788	1455	1173	1475	1620	1532	1757	1847	0	1897	1114	1574	1446	1904	1447	1682	1920	1561	1876	1628	1963	1580	
1148	1714	1207	1555	1393	1288	1287	1438	1872	1468	1313	1426	1476	1746	1814	1147	2029	1868	1897	0	1235	1497	1908	1110	2019	1222	1764	1606	1131	1037	1505	1188	
1658	1950	1634	1152	1322	1115	1086	1916	1390	1433	2012	1371	1559	1417	1498	1537	1069	1965	1114	1235	0	1725	1707	1777	1332	1577	1638	1250	1378	1052	1178	1943	
1474	1154	1295	1762	1266	1693	1506	1213	1995	1158	1363	1306	1994	1209	2048	1849	2002	1817	1574	1497	1725	0	1507	1861	1844	2001	1051	1854	1268	1432	1431	1954	
1450	1722	1828	1273	1480	1305	2018	1186	1797	1865	1883	1704	2011	1796	1302	1668	1257	1320	1446	1908	1707	1507	0	1271	1942	1042	1296	2045	1211	1848	1678	1834	
2035	1669	1463	1747	1566	1118	1569	1501	1343	1179	1766	1687	1459	1098	1853	1980	1301	1820	1904	1110	1777	1861	1271	0	1078	1410	1858	1708	1167	1127	1083	1941	
2039	1372	1874	1931	1611	1795	1030	1641	1540	1867	1219	2003	1911	1715	1259	1346	1198	1230	1447	2019	1332	1844	1942	1078	0	1033	1686	1205	1096	1460	1513	1558	
1246	1902	2016	1330	1702	1055	1351	1792	1251	1477	2009	1144	1203	1166	1696	1376	1472	1625	1682	1222	1577	2001	1042	1410	1033	0	1027	2020	1885	1921	1966	1299	
1572	1204	1614	1626	1992	1420	1945	1490	1958	1630	1627	1359	1646	1531	1597	1389	1818	1615	1920	1764	1638	1051	1296	1858	1686	1027	0	1685	1452	1491	1806	1711	
1394	1653	1228	1667	1550	1405	1622	1471	1987	1180	1877	1034	1957	1679	1684	1404	1035	1579	1561	1606	1250	1854	2045	1708	1205	2020	1685	0	1755	1170	1804	1145	
1264	1509	1413	1050	1373	1290	1105	1099	1660	1823	1329	1085	1937	1887	1316	1217	1718	1985	1876	1131	1378	1268	1211	1167	1096	1885	1452	1755	0	1461	1967	1553	
1425	1898	1809	1589	1189	1886	1851	1079	1059	1487	1647	1837	1156	1523	1443	1202	1029	1294	1628	1037	1052	1432	1848	1127	1460	1921	1491	1170	1461	0	1652	1349	
1816	1128	1592	1253	1562	1689	1675	1282	1387	1761	1664	1182	1357	1590	1310	1270	1824	1775	1963	1505	1178	1431	1678	1083	1513	1966	1806	1804	1967	1652	0	2023	
1252	1649	1326	1312	1174	1216	1717	1303	1113	1691	1978	1952	1986	1215	1549	1388	1281	1970	1580	1188	1943	1954	1834	1941	1558	1299	1711	1145	1553	1349	2023	0	
