17
922 936
736 666 502
540 145 -670
129 886 31
438 174 -629
76 461 989
58 45 -545
608 916 713
819 910 -377
189 341 -466
416 16 -864
30 639 112
95 590 -48
556 773 -423
815 307 531
260 600 171
705 95 295
337 778 347
741 742 489
907 537 271
826 752 477
205 27 104
95 838 -646
66 765 841
790 133 782
558 103 -421
168 910 371
351 77 882
358 255 -673
166 45 933
492 319 -268
674 611 56
692 411 491
730 154 -937
248 917 791
811 581 -982
83 537 -417
260 548 939
761 905 -622
316 479 -996
387 147 235
169 625 -311
907 550 -986
382 594 732
336 460 312
211 145 566
813 595 -908
292 116 -63
619 91 -267
857 385 760
52 423 673
854 628 -57
645 877 497
698 48 56
752 338 -691
245 691 -454
86 834 -793
678 559 -445
426 672 -460
414 723 -945
155 437 -355
239 627 72
137 318 824
319 898 -90
36 395 -501
772 122 -530
54 126 839
224 195 -30
24 498 494
220 482 -133
183 277 147
510 57 856
181 436 -617
311 243 -319
689 336 800
273 765 -765
613 542 208
248 153 650
364 605 -701
421 514 581
255 210 -391
335 211 -541
660 475 826
216 173 -233
823 100 -806
19 738 -608
108 774 -786
191 349 254
552 818 43
400 660 557
611 32 -192
516 119 165
468 529 257
718 309 154
181 193 884
183 312 164
266 635 -280
800 422 -296
754 246 -345
503 120 90
14 15 31
793 867 373
768 288 191
378 381 -168
316 593 795
904 598 -879
14 230 -170
913 272 -439
267 268 -145
370 598 490
385 912 -756
245 110 -84
365 595 636
566 654 9
189 785 5
881 159 -52
172 334 951
893 40 690
56 489 938
251 119 -787
910 557 386
696 585 137
512 503 32
23 900 -745
516 612 697
175 816 385
63 851 -763
144 385 -236
650 837 494
212 656 896
107 272 749
783 516 239
746 685 359
266 338 -696
735 206 -67
258 285 460
329 426 -120
612 545 -885
435 901 -146
809 182 -831
61 65 164
690 4 -647
466 556 199
278 430 428
859 445 -338
623 189 -442
474 745 382
808 45 -69
408 501 -447
440 21 -843
559 269 -391
609 403 424
256 214 -816
806 206 823
812 846 344
717 649 59
464 849 112
450 773 229
611 56 -235
393 899 731
509 356 776
569 692 -765
485 478 82
266 541 -805
347 625 -321
117 764 -898
529 116 44
588 388 -704
911 139 -162
912 643 -766
520 241 637
130 891 -481
908 885 426
787 651 -423
259 671 330
393 320 -70
211 271 114
692 360 208
49 559 -646
370 612 825
385 698 -897
724 71 -884
408 542 124
893 162 6
763 36 973
87 370 -904
442 380 365
502 822 -154
188 249 832
184 684 -430
45 530 25
107 337 -732
896 151 548
491 409 -466
205 323 -828
757 658 -516
779 785 827
49 489 834
49 349 413
258 832 -48
383 64 -147
427 359 817
531 333 721
456 834 -832
904 642 -210
530 568 360
304 903 -614
724 342 778
578 332 -45
484 312 412
469 1 -103
84 891 77
387 254 65
503 492 -771
251 372 -162
16 264 -354
747 443 -535
148 114 132
554 597 -305
43 165 -160
604 313 646
855 790 787
377 266 38
620 343 207
453 784 -587
17 497 -332
808 6 385
714 182 -195
777 391 842
557 302 224
85 492 941
64 129 -650
782 431 -266
574 170 -614
48 366 -324
798 31 -286
673 781 544
413 495 876
919 829 430
30 533 892
355 902 747
425 24 -397
222 633 -678
306 640 -435
379 307 103
229 41 -463
385 312 -975
437 422 474
559 378 385
643 797 445
671 281 678
507 393 -508
232 554 -995
106 227 -739
542 679 932
784 215 509
742 802 -968
308 598 887
530 646 28
579 510 852
479 409 -5
189 670 692
653 501 645
690 888 -531
123 252 737
480 233 -960
391 52 710
764 771 -988
318 845 -570
858 782 257
287 575 532
701 409 -162
138 558 -587
338 749 -181
636 740 -553
627 783 -822
543 372 437
874 311 -20
723 358 942
737 438 3
405 868 -300
426 686 346
775 251 193
586 125 836
737 499 -775
429 211 -466
562 377 -838
484 877 299
304 615 168
138 763 184
64 199 -84
437 862 584
4 715 921
321 11 673
612 748 -382
680 616 -517
744 605 -618
879 153 -315
731 571 -871
737 568 -960
55 241 530
70 906 -616
156 475 248
378 38 -454
704 376 -562
537 201 346
28 675 115
559 363 879
794 452 982
876 783 -953
559 381 909
892 232 914
769 777 201
776 678 -733
807 220 -696
331 181 -785
577 775 270
789 339 -973
774 777 261
586 160 368
526 677 -21
113 704 -606
131 332 552
557 856 31
681 741 427
808 552 -222
34 339 678
278 738 668
147 706 -937
282 53 864
369 53 -778
255 490 -1000
359 193 136
94 130 -722
848 421 -237
161 141 849
469 516 895
756 590 183
759 547 88
489 331 827
250 130 938
612 367 -718
769 318 -769
156 858 227
905 238 532
902 112 397
638 494 256
483 551 -185
287 199 -47
395 545 200
244 682 776
798 667 -30
516 495 923
863 440 873
241 626 700
440 126 -234
495 853 -632
584 879 811
624 291 837
918 407 -97
304 120 46
693 468 3
286 479 535
721 679 -394
124 482 9
750 374 -152
596 228 -234
917 835 -945
431 824 -107
473 221 -393
813 293 -330
13 750 -522
806 287 -71
662 460 -626
7 729 730
128 340 587
892 874 -815
817 272 411
730 468 -821
155 247 -205
409 835 -302
701 261 295
159 621 -962
670 197 374
911 428 887
747 792 910
795 317 -682
308 250 139
508 463 -518
322 474 803
822 572 -110
180 584 -518
832 193 -320
645 630 -421
558 862 -65
497 495 -314
170 25 391
59 434 -979
614 499 166
444 843 -445
495 895 -987
612 306 -778
335 754 572
743 365 151
488 171 622
194 560 -128
303 733 704
46 832 909
267 434 -80
897 571 -706
833 26 -357
411 702 -386
379 207 62
74 445 413
70 7 786
903 221 931
179 561 942
20 397 -656
701 93 -354
241 29 195
895 558 558
54 446 -584
777 34 634
352 635 149
240 129 660
443 835 -744
529 87 251
85 188 -340
444 427 -990
238 756 572
101 701 775
284 22 92
2 716 299
538 599 872
282 502 -96
834 819 673
852 243 660
693 789 -786
799 577 404
423 460 -196
581 319 68
762 118 -408
702 347 -704
65 609 22
268 336 527
912 766 -622
502 668 -364
761 512 223
175 493 851
557 343 -598
880 825 446
582 819 -557
150 576 575
169 72 183
159 782 -806
643 747 -18
255 343 896
73 862 963
43 206 -394
741 154 -793
648 624 -922
786 771 -468
534 351 -476
786 811 -776
95 213 924
19 868 757
360 39 -546
691 853 -219
167 272 158
115 89 -361
678 537 -547
134 829 671
80 140 142
597 901 -623
130 682 -977
242 426 133
884 144 606
250 789 103
181 408 588
604 786 -67
304 120 -216
802 149 368
554 699 -145
250 453 -677
667 612 412
849 507 -287
876 595 579
621 604 838
743 362 947
321 421 -257
489 666 737
785 144 -493
857 132 -20
778 750 214
151 756 -601
99 207 -96
10 494 67
616 914 586
695 62 610
36 211 -162
823 518 -140
862 499 -604
805 546 -163
476 364 -614
651 640 -28
285 70 -293
870 123 376
588 706 -401
362 754 -674
226 205 -584
282 550 296
878 817 -185
784 142 -625
433 639 -629
439 393 -846
841 299 27
306 309 -35
619 157 159
687 537 744
729 587 397
281 494 -204
568 872 424
821 795 893
174 772 174
652 207 -624
70 830 617
508 625 -229
699 99 250
537 311 -400
192 325 1000
905 609 420
207 386 561
486 337 -93
162 227 115
158 127 -236
747 309 865
672 6 363
724 670 -293
257 497 931
842 601 -999
65 588 -1000
893 830 -28
565 819 528
696 163 755
740 256 -187
82 519 405
511 164 754
578 29 842
444 421 135
104 842 32
150 536 -319
101 184 354
116 126 -936
829 841 -353
585 401 -70
266 916 247
816 187 486
545 421 -860
588 64 -596
918 861 211
173 517 357
749 857 623
338 386 515
198 2 -232
18 149 556
798 405 -986
754 342 403
692 451 246
826 623 31
171 830 882
727 440 430
203 904 33
3 783 -784
787 318 410
14 751 23
245 838 -702
285 97 451
97 845 64
168 120 -404
576 620 154
340 42 206
245 818 -475
833 96 -542
807 153 -196
608 615 -904
655 141 -843
621 503 647
249 357 -885
880 607 826
332 206 -240
431 820 -365
729 448 -476
114 239 580
456 228 206
218 846 -98
433 93 50
811 550 838
585 413 -969
208 474 -667
420 849 679
115 846 359
546 705 526
611 911 450
679 239 97
693 878 603
768 138 494
365 486 -770
212 9 849
669 363 119
354 45 667
580 777 155
268 209 -558
271 667 286
890 539 -84
96 343 325
711 566 967
825 274 -620
171 199 -515
214 612 422
916 331 292
662 194 801
71 1 131
323 215 725
893 612 -595
771 669 -217
271 103 -645
761 544 -717
851 395 -415
528 521 -355
255 708 564
199 797 932
93 601 220
727 672 -276
376 660 836
435 465 -621
580 49 -169
708 736 523
787 790 -763
686 81 -954
503 169 -344
873 368 -901
12 71 -982
835 30 234
3 39 953
781 136 533
547 195 -576
15 712 260
752 206 234
691 3 -41
306 86 -633
739 193 -749
204 497 -367
247 887 -307
441 407 189
88 491 403
723 226 -283
21 867 -593
169 765 526
36 545 -539
14 322 -887
917 819 638
173 393 -271
860 727 -653
500 304 -653
461 45 502
333 56 584
13 397 764
913 491 119
385 286 -793
704 464 -163
83 795 -255
683 701 -569
340 365 373
889 246 -98
437 306 164
527 72 -142
561 159 -522
341 35 975
706 473 -313
45 275 -733
66 582 344
163 624 -398
411 455 497
409 459 244
781 477 -960
258 67 -652
311 41 -553
71 341 613
801 183 -638
68 267 -885
631 80 -752
811 480 -773
387 701 369
563 554 27
473 734 -61
19 362 263
741 3 616
7 434 327
17 552 594
892 106 43
365 65 56
172 763 730
279 159 -453
717 296 38
54 611 476
186 649 311
805 723 -39
435 284 -883
263 96 487
808 850
708 728 -734
400 104 -899
382 738 216
757 561 -208
377 233 250
327 133 -10
399 471 137
510 382 -819
692 163 187
486 797 941
715 106 -606
779 577 775
147 305 20
375 388 481
791 316 -912
690 751 875
532 593 -889
803 755 439
179 539 -586
387 516 959
302 270 489
634 296 -835
513 637 -238
408 15 -670
176 669 -779
614 203 779
657 375 400
87 31 -488
215 625 507
607 146 49
769 1 -239
155 79 -694
244 735 380
499 20 905
142 671 -226
486 557 497
289 522 757
162 424 -224
760 124 -467
522 147 -543
571 303 69
801 365 -661
139 400 642
298 302 -680
489 277 88
513 450 -155
756 489 398
801 789 452
334 497 396
70 40 573
527 606 192
94 528 873
572 789 -498
227 581 -66
642 342 -731
202 66 701
615 659 836
505 227 469
446 119 -324
703 197 -224
708 667 -280
285 234 -199
113 126 -561
389 252 -179
22 440 -220
607 522 -750
700 725 -119
512 616 453
156 473 506
664 389 -340
201 500 848
584 171 424
660 135 203
248 428 -309
745 128 645
540 605 460
742 733 -811
608 388 480
106 463 8
404 331 -343
278 609 -306
83 654 -243
462 603 834
194 257 113
776 156 303
212 621 538
744 191 -786
251 636 -399
372 488 610
379 306 400
662 659 -674
539 517 -60
644 471 768
188 745 381
593 509 -203
215 737 639
55 566 939
85 536 -490
708 599 -314
522 556 -245
407 755 819
718 126 -345
507 234 -399
533 420 808
169 465 256
503 549 308
346 77 823
406 131 -701
173 41 -846
400 765 395
149 401 -669
531 731 -323
519 320 -377
185 690 514
671 373 -330
740 181 -320
371 163 146
571 146 -281
437 207 -269
106 755 -474
343 79 -392
513 570 -553
47 161 -451
433 252 -251
428 418 -89
359 195 -688
371 150 500
779 428 -111
326 668 975
63 597 -930
743 409 -485
340 482 -488
290 37 225
17 598 238
804 281 885
192 696 -668
348 610 353
167 683 -804
717 371 -746
728 248 -88
157 649 979
155 788 711
748 156 -717
666 259 664
437 456 -419
669 38 -222
250 516 -420
545 402 620
78 413 -509
1 537 -959
758 790 -219
729 795 -733
406 85 -334
762 603 70
453 670 -352
341 55 -912
392 110 427
474 316 354
225 231 203
285 43 148
2 462 785
689 295 -248
277 460 640
457 434 792
726 710 694
297 80 687
608 624 -363
615 459 126
743 107 658
261 613 -785
250 223 -499
515 196 -779
426 752 -172
738 145 950
237 223 553
444 462 172
401 201 -427
424 432 228
86 651 526
66 631 -739
698 89 98
729 459 -838
456 702 -122
283 208 -486
133 160 783
123 271 -350
650 176 -645
311 33 542
342 270 -177
564 790 -462
76 658 -905
321 309 949
680 807 169
2 723 -502
767 457 -810
90 808 393
343 135 939
128 654 665
541 779 528
447 356 122
67 239 -836
650 34 -196
298 443 -964
143 768 -469
210 779 921
28 39 -659
624 762 -172
658 672 -322
24 512 -306
777 76 577
163 164 -734
368 73 -483
647 575 -678
115 579 -77
701 619 -108
499 644 984
272 25 595
206 200 463
593 514 224
457 696 791
294 489 -231
196 657 658
715 133 188
563 121 258
40 30 -351
142 241 -15
309 97 -716
626 375 288
563 22 -128
425 753 -955
679 285 -371
208 670 -52
178 324 654
586 597 862
801 126 -792
583 746 645
527 171 -276
768 383 -402
500 562 602
250 654 449
150 276 -577
640 794 795
468 482 -549
677 18 -495
518 290 443
768 421 911
135 604 -504
253 579 -12
250 377 424
97 361 -146
784 673 -291
636 390 -509
799 259 52
145 343 703
623 757 -426
80 625 -999
513 230 -70
657 149 -179
389 239 -704
287 120 -816
460 462 226
239 431 8
762 491 -381
91 272 -475
519 597 76
400 195 259
308 546 130
650 574 366
215 230 -209
519 417 565
17 285 569
538 23 371
797 749 167
487 120 868
281 238 871
785 263 -569
75 242 -333
386 227 554
664 368 -984
521 302 -510
489 181 976
245 103 942
293 742 618
800 439 623
206 75 -41
664 715 -889
345 55 882
129 721 793
449 412 -900
715 413 -158
73 151 923
670 579 948
134 307 241
303 349 -633
132 235 -108
284 776 263
254 252 831
52 782 -416
686 754 480
754 400 990
525 524 906
92 118 822
354 79 -954
187 184 260
691 511 465
750 227 -637
359 115 -507
551 787 -942
535 170 194
77 515 608
350 675 -702
671 459 336
503 57 196
133 509 -623
2 753 -143
460 801 -223
327 645 -838
464 449 -716
46 580 -901
61 487 367
380 427 975
154 435 474
410 100 100
469 69 733
201 419 942
78 783 -524
153 420 640
545 239 318
628 230 -463
117 735 -826
714 214 -589
643 692 995
498 41 190
418 727 750
568 199 738
364 67 -596
620 429 295
725 246 853
135 378 -432
171 138 -675
696 367 126
405 488 -596
186 628 -799
755 629 980
397 254 -66
450 661 54
197 643 80
349 720 134
659 130 304
564 655 -630
645 130 727
152 174 -478
329 527 -378
458 651 171
697 320 937
732 137 765
466 362 -604
496 67 -988
106 443 -931
748 724 15
476 312 -681
293 176 -337
407 384 524
275 656 103
603 656 541
284 663 -599
205 45 539
747 555 -528
260 270 -95
678 464 52
632 608 445
801 268 127
169 8 989
165 320 -921
309 674 841
538 479 -815
249 532 -586
87 297 650
389 107 -486
666 454 167
56 747 -461
240 690 217
676 436 456
146 321 640
796 519 -481
516 629 675
74 31 -935
614 54 756
176 709 -399
405 653 50
187 426 555
40 569 -888
442 416 939
759 21 -501
209 483 -113
731 237 -786
55 628 666
553 775 532
79 560 -182
602 755 599
303 146 -541
737 547 -459
307 566 -365
310 33 -533
561 581 -709
416 152 -997
589 154 -685
724 103 -804
608 753 155
89 186 -985
146 713 640
81 242 357
498 791 -385
85 52 -978
560 156 26
730 739 -251
518 407 -381
311 612 174
473 327 840
525 558 -215
464 566 -492
566 133 34
351 187 -850
279 112 838
635 416 -970
453 189 438
635 777 -92
327 804 -406
667 653 -278
808 751 329
227 573 55
683 121 662
549 719 824
151 570 -437
617 369 -125
680 748 524
625 79 653
431 395 -40
266 44 -47
280 780 948
651 724 983
356 324 47
82 566 59
564 85 617
50 198 209
49 59 88
87 559 -289
551 253 -827
664 705 -120
3 244 969
233 342 -278
671 173 -14
184 400 499
698 273 -743
591 760 -678
200 327 811
712 60 -884
342 635 -387
253 227 743
46 805 -443
382 626 686
549 238 -333
713 572 778
267 430 694
771 485 541
499 76 -129
147 256 714
149 543 -113
556 557 -714
265 581 -744
255 300 658
192 326 -808
18 611 189
478 248 -301
787 661 -741
656 514 198
512 334 275
763 150 -685
765 106 352
784 661 901
749 568 529
68 112 678
732 148 -131
549 6 -143
755 356 668
740 622 484
398 318 -369
778 682 496
744 334 -473
327 274 574
334 728 -56
663 173 531
262 711 -893
48 275 657
57 732 -692
542 418 230
635 588 -607
616 513 419
655 719 -989
251 390 -635
643 243 675
601 356 140
210 174 -504
215 739 600
709 455 -957
83 776 -245
613 562 -590
273 754 -948
506 183 -225
649 495 -246
34 165 203
206 325 589
62 513 -43
738 582 374
40 786 336
545 576 -594
794 777 -213
559 711 470
790 673 -480
370 22 72
315 729 -55
182 412 136
400 269 -807
119 706 -804
673 384 415
555 139 -80
20 264 977
239 182 899
383 773 -597
566 372 911
171 409 -208
793 326 353
515 88 137
146 421 21
131 292 521
208 445 -803
383 265 -351
327 710 -149
212 280 243
205 242 -824
293 104 -12
767 756 617
246 786 -233
501 714 -37
144 267 92
89 59 363
663 418 -457
570 376 -233
624 758 606
621 331 775
356 141 -742
401 181 -227
441 431 -226
15 195 73
384 84 -744
291 179 -773
178 90 -4
613 55 -727
556 479 -209
365 122 339
59 571 852
605 552 -262
548 296 -216
676 629 522
504 595 -269
461 584 400
480 42 490
463 362 -724
279 64 -298
696 761 360
481 679 -11
736 92 95
790 248 640
566 218 -711
381 65 805
626 218 870
464 776 -863
212 490 145
756 249 -490
656 601 673
11 389 -940
703 455 919
430 493 677
576 444 -573
450 8 482
33 61 -757
539 455 -522
396 776 -511
120 150 444
17 753 -957
85 134 -671
540 556 -121
249 447 -44
647 419 671
670 633 -493
473 731 162
144 531 -56
312 758 763
477 743 657
415 550 895
568 405 847
150 181 375
711 579 170
664 367 427
313 464 398
641 281 834
48 316 826
319 311 -737
143 114 -921
457 428 661
790 548 -576
490 805 -618
652 36 997
369 807 116
680 204 213
733 628 -801
630 697 -315
329 754 -767
424 221 527
549 714 872
352 526 -769
256 658 384
325 23 -721
70 276 819
627 594 -687
591 86 506
144 587 633
286 309 561
107 751 918
767 400 453
710 114 -706
146 143 -801
757 3 -824
314 426 626
312 616 196
796 259 582
769 50 -427
73 78 -409
481 306 -438
678 359 -960
69 29 207
307 204 81
790 792 -991
333 188 -63
86 202 -588
785 180 952
574 5 -389
296 799 -452
264 487 319
618 441 -227
64 18 275
63 255 520
749 581 973
554 28 -702
582 792 450
503 489 -296
369 722 -473
18 451 534
412 246 218
97 311 -967
514 470 -626
334 632 455
357 448 135
322 167 -64
205 320 -525
659 648 -486
111 308 624
415 685 -704
49 391 30
43 682 321
460 138 589
800 643 -84
146 58 97
378 448 -849
752 645 507
327 600 -800
362 714 599
371 275 226
409 66 778
513 76 416
688 71 145
570 30 348
12 238 -333
682 176 927
433 644 111
232 105 322
479 577 -446
294 405 -954
369 35 -479
544 319 -293
201 621 185
505 569 -18
348 176 -253
549 325 -653
130 691 891
652 699 -904
538 492 -429
242 398 158
497 93 781
102 40 -818
154 357 -684
772 330 -880
612 355 452
457 6 -76
481 165 730
775 362 24
695 630 -801
590 213 -159
216 485 988
345 263 -130
74 414 -692
254 387 969
774 165 -277
624 59 -626
587 507 870
27 782 558
466 701 189
10 121 -566
153 76 373
79 344 181
692 524 -645
484 323 815
277 786 -525
321 497 44
137 47 -745
440 555 -217
635 756 661
12 116 720
151 254 -370
104 313 912
704 801 -836
575 552 -34
206 367 459
4 719 -753
596 775 737
702 5 798
689 418 -889
752 751 -832
615 222 -743
71 51 916
546 11 325
224 8 -921
702 738 -444
764 331 -700
228 714 375
700 677 509
802 482 -824
713 22 437
769 328 -515
805 256 466
615 614 392
222 552 -274
604 476 -319
344 772 368
394 636 -24
134 237 869
439 175 302
671 215 215
514 389 811
4 632 853
69 465 752
457 723 974
22 37 -204
715 510 -62
527 70 57
316 691 -660
345 318 -612
661 224 -56
537 303 151
182 509 -246
142 174 -558
433 680 -310
692 21 164
350 566 -237
341 41 42
501 630 78
676 517 -844
325 565 866
477 620 -8
714 807 -82
349 151 -376
680 245 -439
342 402 -800
721 85 -43
249 114 283
516 569 288
593 329 -432
79 726 22
84 177 -687
38 114 782
339 305 170
81 664 369
560 621 126
17 493 -349
571 192 795
673 64 109
601 117 249
221 633 310
750 317 68
713 147 -850
225 44 782
74 787 411
279 12 -918
154 611 374
287 716 175
569 244 -934
791 195 281
286 184 -402
176 647 714
402 307 544
595 775 -908
8 52 984
391 589 -848
422 502 115
674 142 688
259 120 -875
325 306 966
376 116 -790
171 635 -673
138 682 316
800 602 -209
173 51 911
57 617 330
237 450 6
516 158 -136
488 189 -156
510 463 -950
30 786 -206
51 252 88
318 251 -639
292 530 773
411 50 -225
652 192 -974
607 611 468
9 554 -422
154 610 -910
66 120 977
553 73 -62
170 796 27
480 347 247
470 278 -25
190 86 -919
460 91 967
382 184 -410
294 578 -470
571 792 -444
216 94 292
48 666 -368
40 317 538
755 392 -621
904 950
96 707 -200
501 601 74
891 234 -980
395 181 -393
449 776 -239
724 390 64
692 424 359
814 872 198
68 397 559
835 568 228
793 766 13
375 184 -277
780 14 647
693 493 -499
442 666 551
452 29 -314
87 268 -241
106 379 -378
18 490 -43
263 544 -191
689 17 334
151 871 -499
48 793 12
781 615 -403
594 644 -664
624 870 181
326 188 -322
805 525 -913
775 158 239
336 745 -763
70 887 748
90 293 405
773 143 793
231 286 497
420 73 182
374 606 -171
785 369 -79
597 697 -421
110 902 99
681 130 -572
196 393 407
780 836 725
773 342 569
306 72 -590
178 348 213
699 514 745
230 402 701
1 589 -307
38 53 -445
256 891 841
238 136 242
423 870 -609
281 898 -452
755 679 -525
669 78 198
627 429 950
303 286 571
221 640 933
362 47 161
642 124 -59
258 805 -801
705 589 -887
337 501 558
17 648 476
404 14 120
511 310 833
303 177 480
72 546 -16
113 831 -93
567 325 806
555 449 -580
878 87 -778
164 889 374
382 857 -179
881 307 851
795 509 922
655 766 576
512 205 -37
674 267 -782
371 150 658
517 696 -756
589 228 827
428 42 141
34 724 -782
343 118 543
759 135 2
56 181 589
639 127 697
888 152 -576
338 155 576
435 591 769
498 543 259
895 188 210
630 820 268
494 824 -335
775 250 89
154 106 829
763 28 559
743 284 672
22 749 -919
44 581 -330
196 885 -315
669 730 -427
516 897 -846
357 263 121
41 101 -782
345 371 -290
227 348 512
571 294 -61
496 638 -802
375 73 -159
596 383 404
30 814 -601
92 204 556
113 211 -346
342 349 558
763 140 -305
816 154 401
586 220 462
666 600 67
271 299 -23
685 143 835
545 849 -774
642 111 442
858 514 156
602 165 724
695 566 87
24 399 874
49 452 -597
18 358 581
653 802 853
447 56 354
378 606 777
904 93 -336
77 123 -80
710 316 708
817 717 -390
93 155 149
299 397 110
370 324 210
808 357 717
860 130 -931
152 601 -378
349 166 263
367 869 -896
566 382 -251
27 255 295
632 158 573
597 590 -265
583 252 174
595 56 868
261 244 328
407 567 -150
540 233 771
263 630 -809
167 887 669
599 473 568
511 275 284
414 32 -554
253 517 343
628 663 584
42 393 889
394 562 604
202 766 785
857 34 -51
349 151 723
829 130 -450
591 680 -994
288 55 -463
669 214 381
141 70 -732
51 822 316
616 303 536
52 396 294
818 820 -506
898 462 121
847 389 66
614 588 -895
167 34 302
474 107 957
591 758 -637
33 717 -467
817 347 105
61 468 385
624 108 282
229 3 307
75 121 -184
750 668 -808
565 15 20
175 72 -844
338 686 -119
277 44 439
618 894 243
9 718 -354
570 219 805
887 257 -84
578 422 -106
586 304 -339
659 184 572
296 847 -763
36 808 -855
239 224 -598
576 695 -485
344 808 340
473 288 -280
621 599 -127
633 78 -591
472 107 702
282 706 -984
144 899 -296
138 881 -257
377 240 34
694 127 696
298 478 -732
543 325 -383
266 380 -831
561 621 222
157 557 5
197 883 -308
106 379 499
753 268 -790
429 787 385
224 438 640
195 286 -987
260 55 872
799 835 -334
303 530 789
384 319 -805
14 113 754
798 119 266
164 94 997
399 116 -312
8 698 537
495 677 970
591 741 206
420 438 851
832 170 389
340 379 -724
147 318 137
675 235 503
453 553 18
72 755 -316
345 800 -823
491 799 271
262 621 -911
381 124 -596
660 168 -568
716 281 -390
604 819 182
874 824 745
396 339 -523
394 277 -158
38 760 591
136 735 431
572 522 618
109 822 -342
555 815 -916
110 277 -250
780 551 701
67 822 -795
307 344 -970
92 835 629
674 406 -66
177 720 -630
322 770 997
110 49 609
307 639 -713
447 685 -8
96 767 -432
196 481 -156
501 142 -324
723 109 690
752 722 183
39 534 -314
425 91 260
132 605 -366
653 663 911
840 452 424
198 173 448
768 749 896
875 471 246
792 51 -852
726 520 -127
534 729 -740
467 282 86
779 207 -186
796 889 855
587 95 931
438 754 540
761 289 -193
823 809 854
81 878 -562
282 332 978
790 86 844
450 373 134
45 821 872
435 304 -586
635 426 -513
362 764 -92
520 156 126
518 380 809
494 390 -231
832 481 -650
789 323 -964
528 279 803
155 893 712
478 645 -380
479 399 48
877 476 -724
545 467 -746
336 683 -995
260 99 491
221 756 -499
202 655 -474
394 116 -682
719 173 -785
550 842 548
309 670 14
592 355 446
95 829 -926
669 754 14
753 148 583
308 77 983
669 313 -112
411 323 -555
781 192 525
375 395 -753
51 177 -518
745 572 118
133 811 852
375 399 28
95 223 -418
521 720 -45
876 846 783
109 632 -722
295 499 726
326 176 959
31 91 -119
556 478 307
287 161 90
274 171 -473
745 447 -668
133 622 -802
496 404 898
897 210 -699
254 583 -434
720 451 -349
658 22 821
302 278 -140
823 55 218
883 126 880
34 461 751
742 838 479
27 840 517
683 749 -543
187 13 -22
13 417 82
45 567 -375
690 636 477
294 468 -427
507 366 329
672 654 259
722 768 470
125 53 -642
539 683 255
530 61 23
144 424 -157
